text,class,date,aspect,score
"a cama era uma daquelas dobráveis, o que reduz o conforto",0,2024-09-08 00:00:00+00:00,Quarto,0.10774726
Precisam apenas ter maior atenção na limpeza da piscina e arredores,0,2024-06-21 00:00:00+00:00,Áreas comuns,0.41412413
ausência de opções  sem glúten ou sem lactose,0,2025-03-17 00:00:00+00:00,Café da manhã,0.14294676
"Também rever algumas camas. A do meu quarto, quando um se mexia o outro praticamente “pulava” ao lado.",0,2025-01-20 00:00:00+00:00,Quarto,0.1633883
"Ar condicionado desliga no 17ºC, só funciona a partir de 19ºC.",0,2024-04-15 02:06:05+00:00,Quarto,0.46128032
poderia ter mais opções para intolerantes etc,0,2024-10-03 00:20:25+00:00,Café da manhã,0.5963848
Funcionários estão com má vontade de atender,0,2024-12-31 15:05:50+00:00,Atendimento da equipe,0.015235267
"assim que chegamos ao realizar o check-in o hotel tinha reserva somente para uma pessoa, sendo que fizemos corretamente a reserva",0,2025-01-16 19:30:31+00:00,Atendimento da equipe,0.39678773
notamos que o café da manhã deixou a desejar neste dia,0,2025-03-17 00:00:00+00:00,Café da manhã,0.06261293
"As toalhas oferecidas são de qualidade muito inferior, finas e ásperas, o que foi desagradável.",0,2024-07-15 14:13:29+00:00,Quarto,0.016260892
o café sempre morno na garrafa,0,2025-06-11 00:00:00+00:00,Café da manhã,0.02969343
O atendente simplesmente lavou as mãos e não levantou uma palha para nos ajudar,0,2025-01-16 19:30:31+00:00,Atendimento da equipe,0.012466673
assim como na roupa de cama e banho que não tem qualidade condizente com o hotel,0,2024-06-21 00:00:00+00:00,Quarto,0.029784268
"Eu reveria a qualidade do colchão do quarto 620. Bem ruim, pois dava pra sentir as molas.",0,2024-09-23 00:00:00+00:00,Quarto,0.009767136
"uma única ressalva vai para o colchão que por ser de mola  apresenta falhas nas mesmas dificultando assim uma boa noite de sono, incomoda bastante tipo uns buracos moles no colchão",0,2024-09-21 00:00:00+00:00,Quarto,0.010765538
a máquina parada porque a funcionária Estava carregando os ingredientes . Acredito q esse serviço deveria ser feito antes da abertura do restaurante para o café,0,2025-06-11 00:00:00+00:00,Café da manhã,0.011192577
"A cama é súper desconfortável, cama velha",0,2024-02-15 00:00:00+00:00,Quarto,0.011746461
elevadores demorarem muito para atender,0,2025-04-26 23:59:35+00:00,Áreas comuns,0.0134643465
Funcionários estão com má vontade de atender,0,2024-12-31 15:05:50+00:00,Atendimento da equipe,0.015235267
"Os funcionários são todos educados e prestativos, mas na hora do check-out não há muito papo sobre perguntar como foi a estadia ou desejar que voltemos novamente, então não espere muita cordialidade na sua saída.",0,2024-07-15 14:13:29+00:00,Atendimento da equipe,0.114063844
"mesmo o hotel rapidamente nos atendendo com travesseiros mais finos, o uso continou desconfortável",0,2025-03-25 00:00:00+00:00,Quarto,0.018893931
café da manhã com poucos funcionários,0,2024-12-31 15:05:50+00:00,Café da manhã,0.12163976
café da manhã com poucos funcionários,0,2024-12-31 15:05:50+00:00,Café da manhã,0.12163976
O ÚNICO SENÃO É A FALTA DE UMA SAUNA,0,2025-03-31 00:00:00+00:00,Áreas comuns,0.026657782
café da manhã com poucos funcionários,0,2024-12-31 15:05:50+00:00,Café da manhã,0.12163976
"Após mais de 30 minutos e eu perder reuniões de trabalho, falo com gerente e sou liberado para quarto.",0,2024-03-21 00:00:00+00:00,Atendimento da equipe,0.23233303
"O elevador está dando medo, fica dando uns trancos",0,2024-08-02 18:20:51+00:00,Áreas comuns,0.009668431
Pessoal de recepção também deveria ter mais orientação no quesito cordialidade e hospitalidade .Achei o atendimento indiferente e frio até .,0,2024-04-01 00:00:00+00:00,Atendimento da equipe,0.0106140105
"O quarto,  virado para a rua, é bem barulhento. Dizem que as janelas são antirruído mas não isolam o barulho de fora.",0,2025-07-07 00:00:00+00:00,Quarto,0.1293795
"Cama tem muito bounce (muita mola, pula muito) e travesseiro é extremamente alto. Desconfortável dormir.",0,2024-04-15 02:06:05+00:00,Quarto,0.011665314
"Após mais de 30 minutos e eu perder reuniões de trabalho, falo com gerente e sou liberado para quarto.",0,2024-03-21 00:00:00+00:00,Atendimento da equipe,0.23233303
Area da piscina/lazer deixa a desejar,0,2024-02-18 14:28:05+00:00,Áreas comuns,0.4447534
"assim que chegamos ao realizar o check-in o hotel tinha reserva somente para uma pessoa, sendo que fizemos corretamente a reserva",0,2025-01-16 19:30:31+00:00,Atendimento da equipe,0.39678773
"um dos elevadores entrou em manutenção num período de manhã em 1 dos dias, o que acabou me impedindo de voltar para buscar um documento para um passeio que eu tinha de fazer, pois o único elevador em funcionamento no momento demorava muito entre os andares.",0,2025-07-24 00:00:00+00:00,Áreas comuns,0.021579819
"A limpeza e arrumação do quarto é fraca, vídeo foto acima ( deixado no banheiro após a arrumação) e esqueceram de deixar toalhas de banho...",0,2024-09-08 00:00:00+00:00,Quarto,0.009098346
"se vc for comer alguma coisa no frigobar e da mesa  pergunta o preço primeiro, pois tomei prejuízo nesse hotel!!!!",0,2025-04-27 21:23:13+00:00,Quarto,0.010837555
"Atendimento no café da manhã , sempre faltando frutas e outros pratos , era preciso pedir.",0,2024-03-17 10:40:52+00:00,Café da manhã,0.32228684
assim como na roupa de cama e banho que não tem qualidade condizente com o hotel,0,2024-06-21 00:00:00+00:00,Quarto,0.029784268
"SÓ ACHEI PÉSSIMO OS ELEVADORES, sem sincronia adequada, e muito lentos",0,2024-09-02 00:00:00+00:00,Áreas comuns,0.012194719
"os travesseiros muito altos e pouco macios, nao sei se pelo uso de capa protetora, a experiencia nao foi agradável",0,2025-03-25 00:00:00+00:00,Quarto,0.02313392
Exceção apenas ao alto nível de ruído da rua pois nosso quarto era na frente do hotel.,0,2025-07-05 00:00:00+00:00,Quarto,0.010315358
COLCHAO DURO NAO CONDIZ COM O PADRAO DO HOTEL ESSES ITENS,0,2024-05-09 00:00:00+00:00,Quarto,0.01608363
A falta de ar condicionado nos corredores dos quartos e elevadores gera muito desconforto.,0,2024-04-01 00:00:00+00:00,Quarto,0.028958209
"Ar condicionado desliga no 17ºC, só funciona a partir de 19ºC.",0,2024-04-15 02:06:05+00:00,Quarto,0.46128032
o funcionário passa a culpa para o setor de reservas,0,2025-08-03 00:00:00+00:00,Atendimento da equipe,0.021562997
Mas ninguém se responsabiliza ou se dedicou em resolver a situação.,0,2024-02-22 00:00:00+00:00,Atendimento da equipe,0.044444207
O colchão de casal e de solteiro são horríveis,0,2024-08-02 18:20:51+00:00,Quarto,0.0133144315
Funcionários estão com má vontade de atender,0,2024-12-31 15:05:50+00:00,Atendimento da equipe,0.015235267
"Sucos deveriam manter os mesmos, alguns trocam a cada dia.",0,2024-12-10 01:36:32+00:00,Café da manhã,0.30514053
tamanho da piscina pequena para o tamanho hotel,0,2024-01-14 00:00:00+00:00,Áreas comuns,0.45572582
"As toalhas foram trocadas todos os dias embora tenhamos seguido a recomendação de deixar penduradas as que não precisavam ser trocadas), sustentabilidade fake.",0,2024-05-09 00:00:00+00:00,Quarto,0.105128214
O ÚNICO SENÃO É A FALTA DE UMA SAUNA,0,2025-03-31 00:00:00+00:00,Áreas comuns,0.026657782
"Recepcionistas, PESSIMOS MAL EDUCADOS, sem treinamento nenhum para atendimento ao público!",0,2024-12-12 19:31:58+00:00,Atendimento da equipe,0.011556167
"Ao questionar se possuíam cobertas mais grossas e pesadas, eles disseram que não havia mais, então mandaram mais mantas como as que já haviam no quarto.",0,2024-07-15 14:13:29+00:00,Quarto,0.34372097
Só não gostamos da qualidade dos travesseiros: muito alto e duro e nos causaram dores no pescoço.,0,2024-08-13 00:00:00+00:00,Quarto,0.013181567
Evite quarto frontal se quiser dormir bem.,0,2024-09-08 00:00:00+00:00,Quarto,0.121154174
Cheguei no hotel após horário de check in e quarto não estava pronto.,0,2024-03-21 00:00:00+00:00,Atendimento da equipe,0.1185067
"Não temos sol na piscina no período da tarde, por isso não conseguimos aproveita-la!",0,2024-05-09 00:00:00+00:00,Áreas comuns,0.19489394
"Atendimento no café da manhã , sempre faltando frutas e outros pratos , era preciso pedir.",0,2024-03-17 10:40:52+00:00,Café da manhã,0.32228684
"a cama era uma daquelas dobráveis, o que reduz o conforto",0,2024-09-08 00:00:00+00:00,Quarto,0.10774726
O check in levou mais de 30 minutos,0,2024-03-04 11:01:50+00:00,Atendimento da equipe,0.32787594
A falta de ar condicionado nos corredores dos quartos e elevadores gera muito desconforto.,0,2024-04-01 00:00:00+00:00,Áreas comuns,0.028958209
Na hora da correria não conseguiam repor.,0,2024-01-14 12:26:16+00:00,Café da manhã,0.033326574
Achei alguns recepcionistas desatentos e um pouco desinteressados,0,2024-09-08 00:00:00+00:00,Atendimento da equipe,0.016217908
A falta de ar condicionado nos corredores dos quartos e elevadores gera muito desconforto.,0,2024-04-01 00:00:00+00:00,Áreas comuns,0.028958209
poucas vagas disponíveis na garagem,0,2025-04-26 23:59:35+00:00,Áreas comuns,0.29665983
quem toma café mais tarde encontra o chão sujo,0,2024-12-31 15:05:50+00:00,Café da manhã,0.06355889
"o check-in é meio enrolado, fizemos praticamente três vezes (um online, quando chegamos fizemos novamente, como não ainda faltava uma hora tivemos que esperar, quando deu o horário, tivemos que fazer novamente)",0,2024-07-17 00:00:00+00:00,Atendimento da equipe,0.08653087
"Deixou a desejar que o ar condicionado não estava funcionando corretamente para o ar quente, quarto estava muito gelado, foi chamado o técnico duas vezes e não resolveu.",0,2024-08-31 00:00:00+00:00,Quarto,0.0123792775
achei atendente que nos atendeu no checkin uma pessoa “que não está disposta a ajudar” parece que tá fazendo um favor e de mal humor.,0,2025-02-12 00:00:00+00:00,Atendimento da equipe,0.010152576
"A única ressalva que faço é em relação ao horário de check-in. Poderiam ser um pouco mais flexíveis, deixando entrar mais cedo caso tivessem quartos disponíveis.",0,2025-01-06 00:00:00+00:00,Atendimento da equipe,0.3838095
"Hoje fez uma semana e o hotel não fez nada. Tentei falar várias vezes com o gerente do hotel, mas nunca consegui o e encontrar.",0,2025-04-02 19:20:49+00:00,Atendimento da equipe,0.052949198
café da manhã com poucos funcionários,0,2024-12-31 15:05:50+00:00,Café da manhã,0.12163976
"os travesseiros muito altos e pouco macios, nao sei se pelo uso de capa protetora, a experiencia nao foi agradável",0,2025-03-25 00:00:00+00:00,Quarto,0.02313392
Único senão é o controle remoto do ar condicionado. Deveria ter um manual de utilização.,0,2025-04-22 15:58:45+00:00,Quarto,0.3452326
desde de que cheguei até sair um dos elevadores estava com problemas. Isso resultou num grande congestionamento no outro elevador.,0,2024-09-23 00:00:00+00:00,Áreas comuns,0.017344752
"mesmo o hotel rapidamente nos atendendo com travesseiros mais finos, o uso continou desconfortável",0,2025-03-25 00:00:00+00:00,Quarto,0.018893931
O café é bom mas nada surpreendente.,0,2024-07-23 18:49:48+00:00,Café da manhã,0.38255143
"Ao questionar se possuíam cobertas mais grossas e pesadas, eles disseram que não havia mais, então mandaram mais mantas como as que já haviam no quarto.",0,2024-07-15 14:13:29+00:00,Quarto,0.34372097
"Disseram que iam me trocar de quarto, mas começaram a atender outras pessoas na minha frente",0,2025-02-12 17:07:58+00:00,Atendimento da equipe,0.091268525
café da manhã com poucos funcionários,0,2024-12-31 15:05:50+00:00,Café da manhã,0.12163976
café da manhã muito repetitivo,0,2024-10-11 00:00:00+00:00,Café da manhã,0.02007065
"Ponto negativo é a cobrança de diária da garagem, prática essa que considero abusiva",0,2025-05-26 23:41:46+00:00,Áreas comuns,0.010795729
"Os funcionários são todos educados e prestativos, mas na hora do check-out não há muito papo sobre perguntar como foi a estadia ou desejar que voltemos novamente, então não espere muita cordialidade na sua saída.",0,2024-07-15 14:13:29+00:00,Atendimento da equipe,0.114063844
frigobar (preços altos),0,2024-10-04 00:00:00+00:00,Quarto,0.06176277
O colchão de casal e de solteiro são horríveis,0,2024-08-02 18:20:51+00:00,Quarto,0.0133144315
A falta de ar condicionado nos corredores dos quartos e elevadores gera muito desconforto.,0,2024-04-01 00:00:00+00:00,Quarto,0.028958209
"Pode ser barulhento quando houver evento. O hotel estava com um evento. À noite a banda tocava música boa, mas em som absurdamente alto para quem não era da festa e precisava dormir.",0,2025-03-16 00:00:00+00:00,Quarto,0.023604404
cama é ruim,0,2024-04-07 00:00:00+00:00,Quarto,0.012620676
tinha cascas de ovo grandes no ovo mexido,0,2025-02-12 17:07:58+00:00,Café da manhã,0.43670762
Funcionários estão com má vontade de atender,0,2024-12-31 15:05:50+00:00,Atendimento da equipe,0.015235267
"No domingo, o café da manhã estava insuportável de tanta gente.",0,2025-07-09 00:34:52+00:00,Café da manhã,0.109118335
"funcionários bastante frios e apáticos no trato com os hóspedes, não há acolhimento. Aparenta estarem trabalhando tristes.",0,2024-10-11 00:00:00+00:00,Atendimento da equipe,0.012561731
"a piscina e arredores carecem de cuidados, a área não estava limpa no momento em que decidimos usar a piscina, o que nos desanimou de usar nos dias seguintes",0,2025-03-17 00:00:00+00:00,Áreas comuns,0.011845494
"mesmo o hotel rapidamente nos atendendo com travesseiros mais finos, o uso continou desconfortável",0,2025-03-25 00:00:00+00:00,Quarto,0.018893931
Café da manhã no primeiro dia (segunda) fomos às 7h e estava horrível,0,2025-02-12 00:00:00+00:00,Café da manhã,0.010907373
"Lençóis barulhentos, pareciam uma lona.",0,2025-07-07 00:00:00+00:00,Quarto,0.50380826
assim como na roupa de cama e banho que não tem qualidade condizente com o hotel,0,2024-06-21 00:00:00+00:00,Quarto,0.029784268
sobrecarregado os funcionários que ficam com aspecto de esgotados,0,2024-05-31 00:00:00+00:00,Café da manhã,0.011304637
Exceção apenas ao alto nível de ruído da rua pois nosso quarto era na frente do hotel.,0,2025-07-05 00:00:00+00:00,Quarto,0.010315358
Precisam apenas ter maior atenção na limpeza da piscina e arredores,0,2024-06-21 00:00:00+00:00,Áreas comuns,0.41412413
O hotel estava bem cheio e só haviam dois elevadores. Era bem demorado conseguir subir e descer.,0,2024-05-06 14:33:39+00:00,Áreas comuns,0.017301943
não achavam nossa reserva e nos fizeram esperar 1 hora pra dar checkin,0,2024-02-06 00:29:31+00:00,Atendimento da equipe,0.021654045
Café da manhã fraco para hotel 4 estrelas,0,2025-02-12 17:07:58+00:00,Café da manhã,0.01812339
Deixa a desejar no conforto.,0,2025-07-15 00:00:00+00:00,Quarto,0.7286902
travesseiros HORRÍVEIS. Estou com dores no pescoço até hoje 3 dias depois,0,2024-08-24 00:00:00+00:00,Quarto,0.049722012
Só não gostamos da qualidade dos travesseiros: muito alto e duro e nos causaram dores no pescoço.,0,2024-08-13 00:00:00+00:00,Quarto,0.013181567
não achavam nossa reserva e nos fizeram esperar 1 hora pra dar checkin,0,2024-02-06 00:29:31+00:00,Atendimento da equipe,0.021654045
Check- in lento.,0,2024-10-24 00:00:00+00:00,Atendimento da equipe,0.5849943
Check- in lento.,0,2024-10-24 00:00:00+00:00,Atendimento da equipe,0.5849943
"Na hora de sair, apenas perguntaram da taxa de turismo e nem um tchau ou boa viagem",0,2024-08-22 12:59:11+00:00,Atendimento da equipe,0.011960028
"Não bastasse todos os problemas que tivemos, o funcionário me pergunta se eu não quero abrir a janela (absurdo)!!",0,2025-07-09 00:34:52+00:00,Atendimento da equipe,0.011588592
"o atendimento da recepção não foi bom, os empregados foram pouco receptivos e amistosos - não me senti a vontade com o atendimento, ao contrario, fiquei incomodado",0,2024-06-11 00:00:00+00:00,Atendimento da equipe,0.023706656
"funcionários bastante frios e apáticos no trato com os hóspedes, não há acolhimento. Aparenta estarem trabalhando tristes.",0,2024-10-11 00:00:00+00:00,Atendimento da equipe,0.012561731
faltava reposição de  produtos,0,2025-01-06 00:00:00+00:00,Café da manhã,0.070527144
Area da piscina/lazer deixa a desejar,0,2024-02-18 14:28:05+00:00,Áreas comuns,0.4447534
Tem uma variedade ok,0,2024-07-23 18:49:48+00:00,Café da manhã,0.9789696
"Camas bem espaçosas, apenas o travesseiro achei um pouco alto.",0,2025-07-24 00:00:00+00:00,Quarto,0.17941089
para os restaurantes é necessário uma caminhada ou pegar um transporte.,0,2025-06-14 00:00:00+00:00,Localização,0.49254382
"A única ressalva que faço é em relação ao horário de check-in. Poderiam ser um pouco mais flexíveis, deixando entrar mais cedo caso tivessem quartos disponíveis.",0,2025-01-06 00:00:00+00:00,Atendimento da equipe,0.3838095
"Na hora de sair, apenas perguntaram da taxa de turismo e nem um tchau ou boa viagem",0,2024-08-22 12:59:11+00:00,Atendimento da equipe,0.011960028
desde de que cheguei até sair um dos elevadores estava com problemas. Isso resultou num grande congestionamento no outro elevador.,0,2024-09-23 00:00:00+00:00,Áreas comuns,0.017344752
"Ao informar que já tinha feito o pagamento, fui questionada se me lembrava o nome do recepcionista. Por sorte tinha o extrato do consumo que constava o nome. Dessa forma foi concluído que alguém não havia dado baixa no pagamento.",0,2024-01-02 00:00:00+00:00,Atendimento da equipe,0.3827782
1 semana com elevador quebrado no mês de férias 3,0,2025-07-16 00:00:00+00:00,Áreas comuns,0.013567234
Café da manhã fraco para hotel 4 estrelas,0,2025-02-12 17:07:58+00:00,Café da manhã,0.01812339
"Deveriam dar uma atenção maior ao serviço de manobrista, ainda mais por ser cobrado.",0,2025-01-20 00:00:00+00:00,Atendimento da equipe,0.2777076
Tirando a desfeita e falta de educação de uma recepcionista da manhã (ruiva).,0,2024-08-29 00:00:00+00:00,Atendimento da equipe,0.010971037
tamanho da piscina pequena para o tamanho hotel,0,2024-01-14 00:00:00+00:00,Áreas comuns,0.45572582
"Não temos sol na piscina no período da tarde, por isso não conseguimos aproveita-la!",0,2024-05-09 00:00:00+00:00,Áreas comuns,0.19489394
reclamei na recepção e não houve nem um pedido de desculpas,0,2025-02-12 17:07:58+00:00,Atendimento da equipe,0.024892246
"uma única ressalva vai para o colchão que por ser de mola  apresenta falhas nas mesmas dificultando assim uma boa noite de sono, incomoda bastante tipo uns buracos moles no colchão",0,2024-09-21 00:00:00+00:00,Quarto,0.010765538
"Recepcionistas, PESSIMOS MAL EDUCADOS, sem treinamento nenhum para atendimento ao público!",0,2024-12-12 19:31:58+00:00,Atendimento da equipe,0.011556167
o café nunca estava quente de verdade,0,2024-10-03 00:20:25+00:00,Café da manhã,0.012892711
"As toalhas deixam um pouco a desejar, sempre limpas, mas percebesse que já tem bastante tempo de uso.",0,2024-05-09 00:00:00+00:00,Quarto,0.88997614
O ÚNICO SENÃO É A FALTA DE UMA SAUNA,0,2025-03-31 00:00:00+00:00,Áreas comuns,0.026657782
"Ao questionar se possuíam cobertas mais grossas e pesadas, eles disseram que não havia mais, então mandaram mais mantas como as que já haviam no quarto.",0,2024-07-15 14:13:29+00:00,Quarto,0.34372097
"Cama tem muito bounce (muita mola, pula muito) e travesseiro é extremamente alto. Desconfortável dormir.",0,2024-04-15 02:06:05+00:00,Quarto,0.011665314
A única questão é a piscina que não pega sol,0,2025-05-07 00:00:00+00:00,Áreas comuns,0.3966334
"o atendimento da recepção não foi bom, os empregados foram pouco receptivos e amistosos - não me senti a vontade com o atendimento, ao contrario, fiquei incomodado",0,2024-06-11 00:00:00+00:00,Atendimento da equipe,0.023706656
"Deixou a desejar que o ar condicionado não estava funcionando corretamente para o ar quente, quarto estava muito gelado, foi chamado o técnico duas vezes e não resolveu.",0,2024-08-31 00:00:00+00:00,Quarto,0.0123792775
avisamos a recepção mas não resolveu,0,2025-07-21 15:34:44+00:00,Atendimento da equipe,0.116316564
A ilha de tapioca é sempre aberta após às 8horas e como os passeios sempre antes das 7:30 não conseguimos provar nenhum dia!,0,2024-05-09 00:00:00+00:00,Café da manhã,0.02326156
"o café da manhã estava com o salão sujo, se caia um pão no chão as 6 da manhã ficava lá até terminar o café,  várias pessoas ajeitando a mesa",0,2025-01-06 00:00:00+00:00,Café da manhã,0.011949344
O frigobar não tem congelador e não refrigera muito bem apenas conserva o que já está gelado,0,2024-01-14 00:49:25+00:00,Quarto,0.14452945
"Os elevadores são ruins, um nem estava funcionando, o que fazia com que os hospedes tivessem que esperar muito.",0,2024-07-15 14:13:29+00:00,Áreas comuns,0.0110750105
"mesmo o hotel rapidamente nos atendendo com travesseiros mais finos, o uso continou desconfortável",0,2025-03-25 00:00:00+00:00,Quarto,0.018893931
COLCHAO DURO NAO CONDIZ COM O PADRAO DO HOTEL ESSES ITENS,0,2024-05-09 00:00:00+00:00,Quarto,0.01608363
"Nos cobraram pelo estacionamento, mas em nenhum momento nos informaram que era pago, no momento do check in.",0,2024-10-11 00:00:00+00:00,Atendimento da equipe,0.10106049
"No domingo, o café da manhã estava insuportável de tanta gente.",0,2025-07-09 00:34:52+00:00,Café da manhã,0.109118335
"As cobertas também não são boas, pois são como mantas finas.",0,2024-07-15 14:13:29+00:00,Quarto,0.039557144
podia melhorar o café da manhã com reposição mais rápidas (ex. tinha um pão com passas que só consegui comer 1 dia em 5),0,2024-11-13 00:00:00+00:00,Café da manhã,0.2477617
Deixa a desejar no conforto.,0,2025-07-15 00:00:00+00:00,Quarto,0.7286902
"café da manhã ok, mas repetitivo",0,2024-10-21 00:00:00+00:00,Café da manhã,0.56755954
A recepção do hotel segue lenta e sem qualquer melhoria.,0,2024-03-21 00:00:00+00:00,Atendimento da equipe,0.020811947
"café da manhã ok, mas repetitivo",0,2024-10-21 00:00:00+00:00,Café da manhã,0.56755954
"Atendimento no café da manhã , sempre faltando frutas e outros pratos , era preciso pedir.",0,2024-03-17 10:40:52+00:00,Café da manhã,0.32228684
Fica devendo pela academia de musculação que é praticamente inexistente.,0,2025-02-20 03:31:48+00:00,Áreas comuns,0.0117700985
"Ao informar que já tinha feito o pagamento, fui questionada se me lembrava o nome do recepcionista. Por sorte tinha o extrato do consumo que constava o nome. Dessa forma foi concluído que alguém não havia dado baixa no pagamento.",0,2024-01-02 00:00:00+00:00,Atendimento da equipe,0.3827782
"O grande ponto ruim é o serviço do pessoal do café da manhã, me surpreendeu pela forma brusca e seca de atender",0,2025-07-17 02:06:08+00:00,Atendimento da equipe,0.012027075
"Apenas os funcionários não são felizes, são muito sérios,  talvez um treinamento interno melhoria isto.",0,2024-02-14 00:00:00+00:00,Atendimento da equipe,0.010487127
cama King com lençol pequeno  ficamos em contato com o colchão sem capa ou protetor,0,2025-01-06 00:00:00+00:00,Quarto,0.4732857
Tenho a agradecer ao hotel toda a falta da gentileza dos funcionários,0,2024-01-10 01:01:19+00:00,Atendimento da equipe,0.023952635
Há hotéis de boa qualidade mais próximos do comércio.,0,2025-06-14 00:00:00+00:00,Localização,0.788727
A opção de tapiocas feitas na hora não estava disponível,0,2025-03-17 00:00:00+00:00,Café da manhã,0.39229476
sobrecarregado os funcionários que ficam com aspecto de esgotados,0,2024-05-31 00:00:00+00:00,Café da manhã,0.011304637
bem como o corredor de acesso aos quartos (a cidade é bastante quente),0,2025-01-16 00:00:00+00:00,Quarto,0.9896748
toalhas de banho pequenas e de baixa qualidade (ásperas),0,2024-07-09 00:00:00+00:00,Quarto,0.054606512
faltava reposição de  produtos,0,2025-01-06 00:00:00+00:00,Café da manhã,0.070527144
na hora de fazer o check-in parece que não tinham apartamentos disponíveis e deixaram meus pais mais de uma hora esperando para que um quarto fosse disponibilizado para eles,0,2024-02-14 00:00:00+00:00,Atendimento da equipe,0.011759044
"A cama é súper desconfortável, cama velha",0,2024-02-15 00:00:00+00:00,Quarto,0.011746461
Café da manhã no primeiro dia (segunda) fomos às 7h e estava horrível,0,2025-02-12 00:00:00+00:00,Café da manhã,0.010907373
1 semana com elevador quebrado no mês de férias 3,0,2025-07-16 00:00:00+00:00,Áreas comuns,0.013567234
causou um pouco de barulho a noite,0,2024-05-15 00:00:00+00:00,Quarto,0.035826743
O check in levou mais de 30 minutos,0,2024-03-04 11:01:50+00:00,Atendimento da equipe,0.32787594
faltava reposição de  produtos,0,2025-01-06 00:00:00+00:00,Café da manhã,0.070527144
faltava reposição de  produtos,0,2025-01-06 00:00:00+00:00,Café da manhã,0.070527144
"O elevador está dando medo, fica dando uns trancos",0,2024-08-02 18:20:51+00:00,Áreas comuns,0.009668431
achei atendente que nos atendeu no checkin uma pessoa “que não está disposta a ajudar” parece que tá fazendo um favor e de mal humor.,0,2025-02-12 00:00:00+00:00,Atendimento da equipe,0.010152576
o funcionário passa a culpa para o setor de reservas,0,2025-08-03 00:00:00+00:00,Atendimento da equipe,0.021562997
Não consegui falar com uma pessoa responsável  (supervisor) para discutir o assunto.,0,2024-12-09 00:00:00+00:00,Atendimento da equipe,0.33924264
café da manhã com poucos funcionários,0,2024-12-31 15:05:50+00:00,Café da manhã,0.12163976
Cobram estacionamento até para motos,0,2024-08-02 00:00:00+00:00,Áreas comuns,0.38008156
