text,class,date,aspect,score
"Também sugiro alguma melhoria para abafar a batida das portas dos quartos (toda vez que alguém entrava ou saía dos quartos próximos, era um transtorno o barulho das batidas).",0,2024-09-08 17:35:59+00:00,Quarto,0.012505936
"No café, suco de laranja com gosto de estragado.",0,2024-03-22 16:13:42+00:00,Café da manhã,0.12359163
não tinha muitas opções,0,2024-06-09 00:00:00+00:00,Café da manhã,0.36003268
não gostamos das camas e dos travesseiros.,0,2024-03-16 00:00:00+00:00,Quarto,0.17277285
"O sono não foi muito tranquilo, porque a acústica do quarto é ruim.",0,2024-08-10 18:30:14+00:00,Quarto,0.026129574
Achei o café fraco,0,2024-06-09 00:00:00+00:00,Café da manhã,0.3480361
Trocamos de quarto pois o ar não funcionava,0,2024-09-13 00:00:00+00:00,Quarto,0.050648563
Não tinha vaga,0,2024-05-14 01:30:54+00:00,Áreas comuns,0.17846766
"O secador foi substituído, e a linha só foi consertada no último dia de nossa estadia",0,2025-07-18 00:00:00+00:00,Atendimento da equipe,0.082018346
Apenas a noite é pouca luz,0,2024-06-08 00:00:00+00:00,Quarto,0.3162043
mas um pouco barulhentos,0,2024-11-12 00:00:00+00:00,Quarto,0.040405586
o barulho de pessoas nos horários de descanso nos aptos,0,2024-01-23 18:23:24+00:00,Quarto,0.0372876
"A experiência do check-in com esse indivíduo foi péssima, uma pessoa mal humorada, sem nenhum tipo de carisma, em nenhum momento fez questão de ser educado ou hospitaleiro, fazendo com que a primeira impressão fosse desagradável.",0,2024-04-23 19:18:20+00:00,Atendimento da equipe,0.012904125
Quartos mal cuidados.,0,2025-05-08 00:00:00+00:00,Quarto,0.022834368
"A minha filha tentou usar a a academia de ginastica, porém não conseguiu pois estava com cheiro de mofo constante.",0,2024-01-17 00:00:00+00:00,Quarto,0.081383124
Os quartos no térreo podem ser bem barulhentos pelos barulhos da recepção e restaurante.,0,2024-06-02 16:01:28+00:00,Quarto,0.73576075
"eles não se importam com o cliente, não tentam resolver de forma alguma",0,2024-06-17 21:49:56+00:00,Atendimento da equipe,0.026488246
A campainha parecia que estava dentro do nosso quarto.,0,2025-07-14 11:45:09+00:00,Quarto,0.58344704
A lanchonete do hotel muito demorada,0,2024-08-26 11:38:57+00:00,Restaurante/Bar,0.019784437
Mal iluminado,0,2024-04-16 21:29:37+00:00,Quarto,0.018186329
Café da Manhã com poucas opções,0,2024-04-16 21:29:37+00:00,Café da manhã,0.18610972
Valor do buffet jantar  muito alto pela qualidade da comida e o que oferece,0,2024-07-10 00:00:00+00:00,Restaurante/Bar,0.96735346
ao ser questionado o recepcionista disse para nós  “já vou atende-los” e não deu nenhuma explicação ao passar o casal na frente,0,2024-01-02 23:04:32+00:00,Atendimento da equipe,0.012307282
ar condicionado com problemas,0,2024-08-17 00:00:00+00:00,Quarto,0.035572574
"no segundo dia, sendo que existia tapioca de presunto e queijo ou banana com chocolate, não tinham banana, nem na tapioca e nem no Buffet, pq o entregador só chega as 10 da manhã",0,2024-08-05 00:00:00+00:00,Café da manhã,0.025778204
A recepção não é simpática nem no check out,0,2024-07-11 00:00:00+00:00,Atendimento da equipe,0.028054602
a limpeza regular,0,2025-03-18 11:42:22+00:00,Café da manhã,0.4568035
não gostamos das camas e dos travesseiros.,0,2024-03-16 00:00:00+00:00,Quarto,0.17277285
A única coisa que sentimos falta foi de tomadas na cabeceira da cama…,0,2024-01-15 00:00:00+00:00,Quarto,0.18156381
ao ser questionado o recepcionista disse para nós  “já vou atende-los” e não deu nenhuma explicação ao passar o casal na frente,0,2024-01-02 23:04:32+00:00,Atendimento da equipe,0.012307282
"A experiência do check in com esse indivíduo foi péssima, uma pessoa mal humorada, em nenhum momento fez questão de ser educado ou hospitaleiro, fazendo com que a primeira impressão fosse desagradável.",0,2024-04-23 00:00:00+00:00,Atendimento da equipe,0.012171615
"porém sua iluminação é um pouco deficiente, principalmente para pessoas idosas.",0,2024-11-20 00:00:00+00:00,Quarto,0.015003159
precisamos trocar de quarto por conta de mal funcionamerto do ar condicionado,0,2024-01-19 00:00:00+00:00,Quarto,0.010882154
O cardápio era quase igual  todos os dias. Precisa variar mais.,0,2024-09-08 17:35:59+00:00,Restaurante/Bar,0.08504287
Quartos bons só deveria ser mais iluminado.,0,2024-07-31 00:00:00+00:00,Quarto,0.16069974
"Então, você fica desde o horário que acorda até a hora de sair sem possibilidade de consumo de bar, enquanto aguarda a hora de saída... É mole?",0,2025-04-07 12:35:05+00:00,Experiência,0.009952624
Piscina estava parte em manutenção.,0,2025-01-08 20:12:11+00:00,Áreas comuns,0.12266454
as camas do quarto também,0,2025-01-20 00:00:00+00:00,Quarto,0.45591006
ah cadê os queijos?,0,2024-10-21 00:00:00+00:00,Café da manhã,0.01617777
"Tivemos que trocar de quarto, pq o aquecedor deu problema.",0,2024-07-19 00:00:00+00:00,Quarto,0.017783988
"O secador foi substituído, e a linha só foi consertada no último dia de nossa estadia",0,2025-07-18 00:00:00+00:00,Atendimento da equipe,0.082018346
A academia é bem fraquinha para o porte do hotel. Equipamentos quebrados e deu a sensação de abandono.,0,2025-07-07 01:13:03+00:00,Áreas comuns,0.013924544
Péssimo ar condicionado,0,2025-02-05 22:06:13+00:00,Quarto,0.011450502
"Ao tentar entrar no estacionamento, não é possível porque a cancela, não abre aí tem sair do carro passar o cartão do quarto ou falar com alguém da recepção e nenhum consegue resolver, isso incomoda",0,2025-04-13 23:37:46+00:00,Áreas comuns,0.010066443
"porém sua iluminação é um pouco deficiente, principalmente para pessoas idosas.",0,2024-11-20 00:00:00+00:00,Quarto,0.015003159
buffet de jantar estava mais ou menos mas caro,0,2024-05-04 16:47:39+00:00,Restaurante/Bar,0.04301064
Piscina podia ser maior,0,2025-01-20 00:00:00+00:00,Áreas comuns,0.43474707
Os quartos não são confortáveis,0,2024-08-26 11:38:57+00:00,Quarto,0.07714533
"me reservaram um quarto barulhento, onde haviam crianças berrando pelos corredores a todo momento.",0,2024-06-03 00:00:00+00:00,Quarto,0.6904239
"Quarto sem nenhum isolamento  acústico,  incomoda bastante  principalmente  de manhã  se quiser  ficar um pouco  mais na cama.",0,2024-09-30 00:00:00+00:00,Quarto,0.013613682
"Achei alguns precos acima da media, algumas bebidas, como refrigerante lata; os sorvetes do bar da piscina e no jantar",0,2024-10-22 00:00:00+00:00,Restaurante/Bar,0.34077096
ilha de tapioca  inicia mais tarde,0,2024-10-21 00:00:00+00:00,Café da manhã,0.08000379
"na sexta feira o som na piscina ficou até as 22:00, ouvíamos tudo, conversas no bar, clientes chegando. Muito barulho mesmo",0,2024-02-03 00:00:00+00:00,Áreas comuns,0.63863504
"consta que a piscina é aquecida, realmente, existe um sistema de aquecimento, mas está longe da agua ser até mesmo morna, quem dirá quente, eram 16h com um sol de 29 graus e meus dois filhos já estavam batendo os dentes de frio. A agua era muito mais fria do que quente.",0,2024-07-31 00:00:00+00:00,Áreas comuns,0.04244159
Salada de fruta muito ruim,0,2024-02-14 00:00:00+00:00,Café da manhã,0.010931299
o quarto não [era cheiroso],0,2024-08-05 00:00:00+00:00,Quarto,0.033409547
Trocamos de quarto pois o ar não funcionava,0,2024-09-13 00:00:00+00:00,Quarto,0.050648563
A equipe da limpeza dos quartos precisa de orientação pois a higiene dos banheiros deixa muito a desejar visto a presença de muito mofo nos rejuntes dos azulejos.,0,2025-05-28 00:00:00+00:00,Atendimento da equipe,0.013003845
O pessoal de uma maneira geral não são muito amigáveis,0,2024-12-02 19:54:51+00:00,Atendimento da equipe,0.036960687
As opções do bar/restaurante são caras,0,2024-07-28 07:26:42+00:00,Restaurante/Bar,0.01946294
"sobretudo a troca dos colchões (claramente acima da vida útil das molas) por colchões mais novos, e consequentemente mais confortáveis.",0,2025-02-13 00:00:00+00:00,Quarto,0.5045613
Na sauna a vapor o cheiro de podridão (bactérias e fungos) é insuportável e faz mal à saúde.,0,2025-04-07 12:35:05+00:00,Áreas comuns,0.01400987
Os quartos no térreo podem ser bem barulhentos pelos barulhos da recepção e restaurante.,0,2024-06-02 16:01:28+00:00,Quarto,0.73576075
"Com relação a academia, precisa 100% de manutenção, aparelhos quebrados, televisão não funciona",0,2024-01-02 23:04:32+00:00,Áreas comuns,0.019579126
A recepção não é simpática nem no check in,0,2024-07-11 00:00:00+00:00,Atendimento da equipe,0.027148468
O cardápio era quase igual  todos os dias. Precisa variar mais.,0,2024-09-08 17:35:59+00:00,Restaurante/Bar,0.08504287
Nas quanto ao atendimento do lobby bar (q tb efetua o atendimento na área da piscina) deixa desejar = demorado,0,2024-11-20 00:00:00+00:00,Restaurante/Bar,0.010492745
"Limpeza, conforto, qualidade dos quartos ruins, tive que trocar de quarto porque fiquei no último quarto do hotel com um cheiro horrível de mofo e me colocaram em um quarto mais perto bem antigo, não tinha sido reformado e a limpeza deixava a desejar",0,2024-10-28 12:25:44+00:00,Quarto,0.012110707
ah cadê os queijos?,0,2024-10-21 00:00:00+00:00,Café da manhã,0.01617777
"Ao tentar entrar no estacionamento, não é possível porque a cancela, não abre aí tem sair do carro passar o cartão do quarto ou falar com alguém da recepção e nenhum consegue resolver, isso incomoda",0,2025-04-13 23:37:46+00:00,Áreas comuns,0.010066443
O quarto é escuro. Vc não conseguirá ler a noite!,0,2024-03-22 16:13:42+00:00,Quarto,0.019038849
Somente senti falta de um banco reto na academia para fazer exercícios com peso livre,0,2024-03-11 11:16:47+00:00,Áreas comuns,0.08072478
O ar condicionado não dava conta à noite!,0,2025-03-01 14:49:53+00:00,Quarto,0.025169844
piscina não é aquecida,0,2025-05-11 00:00:00+00:00,Áreas comuns,0.30438253
"Ao tentar entrar no estacionamento, não é possível porque a cancela, não abre aí tem sair do carro passar o cartão do quarto ou falar com alguém da recepção e nenhum consegue resolver, isso incomoda",0,2025-04-13 23:37:46+00:00,Áreas comuns,0.010066443
a limpeza regular,0,2025-03-18 11:42:22+00:00,Café da manhã,0.4568035
Relação custo beneficio ruim.,0,2024-12-04 00:00:00+00:00,Experiência,0.019097436
"Pães e bolos secos, tipo linha de produção",0,2024-02-14 00:00:00+00:00,Café da manhã,0.2733006
piscina gelada,0,2025-04-22 00:00:00+00:00,Áreas comuns,0.86342007
E o outro quarto também com ar condicionado ruim,0,2024-09-13 00:00:00+00:00,Quarto,0.026204804
"Hóspedes conversando, crianças correndo pelos corredores e móveis sendo arrastados até altas horas ou muito cedo.",0,2024-09-08 17:35:59+00:00,Quarto,0.24170831
A noite gritaria no quarto.,0,2025-07-14 11:45:09+00:00,Quarto,0.38888547
"A experiência do check in com esse indivíduo foi péssima, uma pessoa mal humorada, em nenhum momento fez questão de ser educado ou hospitaleiro, fazendo com que a primeira impressão fosse desagradável.",0,2024-04-23 00:00:00+00:00,Atendimento da equipe,0.012171615
Bolo com pontinha de mofo!,0,2024-03-22 16:13:42+00:00,Café da manhã,0.9281994
a acústica é péssima,0,2025-07-15 00:00:00+00:00,Quarto,0.0118711125
O café e janta são bons mas eles tiram muito rápido e não repõe as vezes as comidas que acabam.,0,2024-07-31 00:00:00+00:00,Café da manhã,0.023237482
O café da manhã era mais bonito que bom,0,2024-02-14 00:00:00+00:00,Café da manhã,0.98981005
"Atendimento arrogante. Atendimento da recepção , péssimo , a pessoa que fez meu check in foi extremamente arrogante e frio, nada de boas vindas, parecia estar favor um favor, e ainda fez um rolo trocando nossos quartos .",0,2024-10-30 00:00:00+00:00,Atendimento da equipe,0.012490599
ilha de tapioca  inicia mais tarde,0,2024-10-21 00:00:00+00:00,Café da manhã,0.08000379
Muito desorganizado,0,2025-01-24 00:00:00+00:00,Café da manhã,0.013766933
buffet de jantar estava mais ou menos mas caro,0,2024-05-04 16:47:39+00:00,Restaurante/Bar,0.04301064
"uma pessoa mal humorada, sem nenhum tipo de carisma, em nenhum momento fez questão de ser educado ou hospitaleiro, fazendo com que a primeira impressão fosse desagradável.",0,2024-04-23 19:18:20+00:00,Atendimento da equipe,0.013717261
"eles não se importam com o cliente, não tentam resolver de forma alguma",0,2024-06-17 21:49:56+00:00,Atendimento da equipe,0.026488246
Eu achei o atendimento muito sem empatia e frio,0,2025-04-22 00:00:00+00:00,Atendimento da equipe,0.01319304
"Ao tentar entrar no estacionamento, não é possível porque a cancela, não abre aí tem sair do carro passar o cartão do quarto ou falar com alguém da recepção e nenhum consegue resolver, isso incomoda",0,2025-04-13 23:37:46+00:00,Áreas comuns,0.010066443
ar condicionado com problemas,0,2024-08-17 00:00:00+00:00,Quarto,0.035572574
A iluminação do quarto pode se melhor.,0,2024-03-04 17:31:13+00:00,Quarto,0.6947387
"Atendimento na piscina muito ruim, vc pede algo demora demais p/ chegar, e as vezes vc tem que ir lá buscar. Pouco funcionário trabalhando.",0,2025-01-20 22:39:41+00:00,Áreas comuns,0.011636493
Quanto muito pequeno para 4 pessoas!!,0,2025-05-24 00:00:00+00:00,Quarto,0.027085783
"No bar, o atendimento foi fraco. O garçom parecia distraído, sem disposição, e ouvi outros hóspedes comentando que na área da piscina o atendimento é ainda mais demorado, a ponto de muitos irem buscar seus próprios pedidos no balcão por conta da espera.",0,2025-04-08 00:14:56+00:00,Restaurante/Bar,0.010692708
não há isolamento acústico nos quartos,0,2024-12-30 00:00:00+00:00,Quarto,0.4075836
Muito ruim a infraestrutura,0,2024-10-05 00:00:00+00:00,Áreas comuns,0.018020248
A área da piscina que poderia ser melhorada estava com muitas folhas e flores caídas de uma árvore,0,2024-04-16 00:00:00+00:00,Áreas comuns,0.33467057
E as cortinas cheiravam a mofo.,0,2025-06-24 16:32:53+00:00,Quarto,0.32540095
A iluminação do quarto pode se melhor.,0,2024-03-04 17:31:13+00:00,Quarto,0.6947387
"Durante o café da manhã, perguntei a uma funcionária se ainda tinha queijo coalho e ela respondeu que tinha acabado. Poucos minutos depois ela apareceu repondo a bandeja com queijo coalho e tentou disfarçar quando me viu. Isso me deixou bastante desconfortável.",0,2025-04-08 00:14:56+00:00,Café da manhã,0.020158652
Salada de fruta muito ruim,0,2024-02-14 00:00:00+00:00,Café da manhã,0.010931299
"Quartos espartanos, oferecem pouco conforto.",0,2025-01-04 00:00:00+00:00,Quarto,0.0797997
A noite gritaria no quarto.,0,2025-07-14 11:45:09+00:00,Quarto,0.38888547
O ar condicionado não dava conta à noite!,0,2025-03-01 14:49:53+00:00,Quarto,0.025169844
"No bar, o atendimento foi fraco. O garçom parecia distraído, sem disposição, e ouvi outros hóspedes comentando que na área da piscina o atendimento é ainda mais demorado, a ponto de muitos irem buscar seus próprios pedidos no balcão por conta da espera.",0,2025-04-08 00:14:56+00:00,Restaurante/Bar,0.010692708
custo benefício nessas refeições não é dos melhores,0,2024-10-20 13:34:01+00:00,Experiência,0.34510854
tive que trocar de quarto na primeira noite por conta do barulho dos hóspedes do quarto ao lado,0,2025-06-05 00:00:00+00:00,Quarto,0.122886255
Somente senti falta de um banco reto na academia para fazer exercícios com peso livre,0,2024-03-11 11:16:47+00:00,Áreas comuns,0.08072478
"me reservaram um quarto barulhento, onde haviam crianças berrando pelos corredores a todo momento.",0,2024-06-03 00:00:00+00:00,Quarto,0.6904239
tive que trocar de quarto na primeira noite por conta do barulho dos hóspedes do quarto ao lado,0,2025-06-05 00:00:00+00:00,Quarto,0.122886255
O pessoal de uma maneira geral não são muito amigáveis,0,2024-12-02 19:54:51+00:00,Atendimento da equipe,0.036960687
tive que trocar de quarto na primeira noite por conta do barulho dos hóspedes do quarto ao lado,0,2025-06-05 00:00:00+00:00,Quarto,0.122886255
"O secador foi substituído, e a linha só foi consertada no último dia de nossa estadia",0,2025-07-18 00:00:00+00:00,Atendimento da equipe,0.082018346
"A experiência do check in com esse indivíduo foi péssima, uma pessoa mal humorada, em nenhum momento fez questão de ser educado ou hospitaleiro, fazendo com que a primeira impressão fosse desagradável.",0,2024-04-23 00:00:00+00:00,Atendimento da equipe,0.012171615
tive que trocar de quarto na primeira noite por conta do barulho dos hóspedes do quarto ao lado,0,2025-06-05 00:00:00+00:00,Quarto,0.122886255
mas um pouco barulhentos,0,2024-11-12 00:00:00+00:00,Quarto,0.040405586
As opções do bar/restaurante são limitadas,0,2024-07-28 07:26:42+00:00,Restaurante/Bar,0.23355438
Buffet muito simples.,0,2024-02-23 15:54:13+00:00,Restaurante/Bar,0.9261342
o barulho de pessoas nos horários de descanso nos aptos,0,2024-01-23 18:23:24+00:00,Quarto,0.0372876
Conseguia ouvir o elevador do quarto,0,2024-07-07 00:53:47+00:00,Quarto,0.46900126
A iluminação do quarto pode se melhor.,0,2024-03-04 17:31:13+00:00,Quarto,0.6947387
Ficamos mais de 6 horas sem luz no quarto por um problema das instalações e só resolvido depois de muito insistência. Não deram atenção devida para o caso,0,2025-04-22 00:00:00+00:00,Quarto,0.010553432
As opções do bar/restaurante são limitadas,0,2024-07-28 07:26:42+00:00,Restaurante/Bar,0.23355438
não gostamos das camas e dos travesseiros.,0,2024-03-16 00:00:00+00:00,Quarto,0.17277285
Salada de fruta muito ruim,0,2024-02-14 00:00:00+00:00,Café da manhã,0.010931299
Os quartos no térreo podem ser bem barulhentos pelos barulhos da recepção e restaurante.,0,2024-06-02 16:01:28+00:00,Quarto,0.73576075
A noite gritaria no quarto.,0,2025-07-14 11:45:09+00:00,Quarto,0.38888547
Muito ruim a infraestrutura,0,2024-10-05 00:00:00+00:00,Áreas comuns,0.018020248
"Trocamos de quarto pelo fato do ar condicionado não funcionar, e no outro quase diferença alguma.",0,2024-02-20 10:38:21+00:00,Quarto,0.10122046
os preços são caros,0,2024-08-26 11:38:57+00:00,Restaurante/Bar,0.048742503
A sauna tb,0,2024-04-15 22:35:03+00:00,Áreas comuns,0.88684076
as bebidas alcoólicas e não alcoólicas são extremamente caras,0,2024-09-12 13:53:40+00:00,Restaurante/Bar,0.031345714
"Com relação a academia, precisa 100% de manutenção, aparelhos quebrados, televisão não funciona",0,2024-01-02 23:04:32+00:00,Áreas comuns,0.019579126
"Ao entrarmos no quarto o primeiro ponto negativo, o quarto estava com o chão sujo, encontramos uma roupa intima feminina e também um absorvente feminino, desci na recepção informar",0,2024-07-31 00:00:00+00:00,Quarto,0.024775488
Muito ruim a infraestrutura,0,2024-10-05 00:00:00+00:00,Áreas comuns,0.018020248
Já no check in fomos atendidos de maneira indiferente.,0,2024-03-22 16:13:42+00:00,Atendimento da equipe,0.025589405
"funcionários mal educados , sem vontade de atender o cliente , muito ruim .",0,2024-12-04 00:00:00+00:00,Atendimento da equipe,0.01439488
O serviço na piscina estava diminuto.,0,2025-03-01 14:49:53+00:00,Áreas comuns,0.85145766
Os quartos não são confortáveis,0,2024-08-26 11:38:57+00:00,Quarto,0.07714533
pagamos bem mais que deveria,0,2024-09-12 10:34:17+00:00,Experiência,0.29122677
"A experiência do check in com esse indivíduo foi péssima, uma pessoa mal humorada, em nenhum momento fez questão de ser educado ou hospitaleiro, fazendo com que a primeira impressão fosse desagradável.",0,2024-04-23 00:00:00+00:00,Atendimento da equipe,0.012171615
não há isolamento acústico nos quartos,0,2024-12-30 00:00:00+00:00,Quarto,0.4075836
"Barulho de beeps dos elevadores a cada uso são altos e desnecessários, considerando que é possível ouvi-los até dentro dos quartos mais distantes.",0,2024-03-21 18:54:04+00:00,Áreas comuns,0.013185438
ao ser questionado o recepcionista disse para nós  “já vou atende-los” e não deu nenhuma explicação ao passar o casal na frente,0,2024-01-02 23:04:32+00:00,Atendimento da equipe,0.012307282
Não há tratamento acústico no hotel. Quaisquer ruídos ou conversas próximas é possível ouvir dentro do quarto.,0,2024-03-21 18:54:04+00:00,Quarto,0.5266538
"Barulho de beeps dos elevadores a cada uso são altos e desnecessários, considerando que é possível ouvi-los até dentro dos quartos mais distantes.",0,2024-03-21 18:54:04+00:00,Áreas comuns,0.013185438
a cozinha são ruins,0,2024-10-05 00:00:00+00:00,Restaurante/Bar,0.012153609
Eu achei o atendimento muito sem empatia e frio,0,2025-04-22 00:00:00+00:00,Atendimento da equipe,0.01319304
"Toalhas com cheiro ruim, pareciam mal lavadas.",0,2025-05-31 00:00:00+00:00,Quarto,0.01338888
Piscina estava parte em manutenção.,0,2025-01-08 20:12:11+00:00,Áreas comuns,0.12266454
Queriam me cobrar rolha para que eu terminasse uma garrafa de vinho da noite no bar vazio.,0,2024-06-03 00:00:00+00:00,Restaurante/Bar,0.011652369
Academia péssima abandonada,0,2024-01-30 13:34:34+00:00,Áreas comuns,0.011510298
"consta que a piscina é aquecida, realmente, existe um sistema de aquecimento, mas está longe da agua ser até mesmo morna, quem dirá quente, eram 16h com um sol de 29 graus e meus dois filhos já estavam batendo os dentes de frio. A agua era muito mais fria do que quente.",0,2024-07-31 00:00:00+00:00,Áreas comuns,0.04244159
A questão das piscinas são boas porém não são climatizadas sendo bem frias,0,2025-01-08 12:41:06+00:00,Áreas comuns,0.3255181
ao ser questionado o recepcionista disse para nós  “já vou atende-los” e não deu nenhuma explicação ao passar o casal na frente,0,2024-01-02 23:04:32+00:00,Atendimento da equipe,0.012307282
"funcionários mal educados , sem vontade de atender o cliente , muito ruim .",0,2024-12-04 00:00:00+00:00,Atendimento da equipe,0.01439488
preço das bebidas exagerado,0,2024-05-20 00:00:00+00:00,Restaurante/Bar,0.013242286
"ovos mexidos, não estavam legal nos dois dias pareciam uma plasta",0,2024-10-21 00:00:00+00:00,Café da manhã,0.011431513
mas um pouco barulhentos,0,2024-11-12 00:00:00+00:00,Quarto,0.040405586
"Os quartos precisam melhorar a iluminação, precisa ter uma iluminação central a noite fica muito escuro e a iluminação apenas da cabeceira não dá conta!",0,2024-01-02 23:04:32+00:00,Quarto,0.013169346
"Parece estar chutando o cliente embora. E além do mais, minha conta estava errada. Como só estava eu e minha filha tinha 3 jantares na minha conta, além de refrigerante e cerveja que eu não havia consumido. Porém, informei, e paguei apenas o que foi do meu consumo. Pelo valor que eu paguei na estadia esperava bem mais deste hotel.",0,2024-01-03 00:00:00+00:00,Experiência,0.012201436
Limpeza ruim.,0,2025-05-31 00:00:00+00:00,Quarto,0.014122368
A noite gritaria no quarto.,0,2025-07-14 11:45:09+00:00,Quarto,0.38888547
"Então, você fica desde o horário que acorda até a hora de sair sem possibilidade de consumo de bar, enquanto aguarda a hora de saída... É mole?",0,2025-04-07 12:35:05+00:00,Experiência,0.009952624
"No bar, o atendimento foi fraco. O garçom parecia distraído, sem disposição, e ouvi outros hóspedes comentando que na área da piscina o atendimento é ainda mais demorado, a ponto de muitos irem buscar seus próprios pedidos no balcão por conta da espera.",0,2025-04-08 00:14:56+00:00,Restaurante/Bar,0.010692708
"consta que a piscina é aquecida, realmente, existe um sistema de aquecimento, mas está longe da agua ser até mesmo morna, quem dirá quente, eram 16h com um sol de 29 graus e meus dois filhos já estavam batendo os dentes de frio. A agua era muito mais fria do que quente.",0,2024-07-31 00:00:00+00:00,Áreas comuns,0.04244159
Não há tratamento acústico no hotel. Quaisquer ruídos ou conversas próximas é possível ouvir dentro do quarto.,0,2024-03-21 18:54:04+00:00,Quarto,0.5266538
A recepção não é simpática nem no check out,0,2024-07-11 00:00:00+00:00,Atendimento da equipe,0.028054602
As opções do bar/restaurante são caras,0,2024-07-28 07:26:42+00:00,Restaurante/Bar,0.01946294
