text,class,date,aspect
Cama bem confortável,1,2024-03-25 00:00:00+00:00,Quarto
quarto confortável,1,2025-07-25 14:41:14+00:00,Quarto
"a única coisa que salva por enquanto,  já que ainda estou hospedada , é  o café  e os atendentes do restaurante",1,2024-07-19 00:00:00+00:00,Atendimento da equipe
Limpeza 0. Sai as 7 da manhã  tomamos café e saim9s. Retornamos do passeio as 15. Nem limparam o quarto. As toalhas molhadas e lixeira cheia.isso no primeiro dia ... imagina o restante dos dias?!!,0,2024-07-19 00:00:00+00:00,Quarto
pessoal atencioso,1,2025-07-26 18:39:15+00:00,Atendimento da equipe
colchão ótimo,1,2025-07-26 18:39:15+00:00,Quarto
Ótima em especial os funcionsrios Luke e equipe da recepção,1,2025-08-03 18:22:10+00:00,Atendimento da equipe
"Excelente atendimento, principalmente o funcionário Luke na recepção.",1,2025-08-03 18:20:15+00:00,Atendimento da equipe
luz dos quartos escuro,0,2025-08-03 00:00:00+00:00,Quarto
cama desconfortável,0,2025-08-03 00:00:00+00:00,Quarto
"Ar condicionado sujo, antigo e barulhento",0,2025-08-03 00:00:00+00:00,Quarto
Um excelente Hotel com um atendimento de excelência.,1,2025-08-09 15:24:33+00:00,Atendimento da equipe
o ar condicionado que precisava de limpeza interna e já estava bem velhinho.,0,2025-08-07 11:22:37+00:00,Quarto
O serviço de quarto também é bom,1,2024-09-29 00:00:00+00:00,Atendimento da equipe
com camas confortáveis,1,2024-09-29 00:00:00+00:00,Quarto
toalhas limpinhas todos os dias,1,2024-09-29 00:00:00+00:00,Quarto
"E o que mais gostamos foi o bom atendimento, pois em todas as nossas solicitações fomos bem atendidos.",1,2024-09-29 00:00:00+00:00,Atendimento da equipe
"desde o check in fomos muito bem recepcionados, uma atendente que não lembro o nome muito simpática sempre ao que perguntava sobre dicas de como chegar ao Paraguai.",1,2024-09-15 00:00:00+00:00,Atendimento da equipe
o quarto espaçoso com duas camas de casal.,1,2024-09-15 00:00:00+00:00,Quarto
atendimento maravilhoso no check in,1,2024-07-19 00:00:00+00:00,Atendimento da equipe
Simplesmente maravilhoso os funcionários super educados e gentil.,1,2024-07-18 00:00:00+00:00,Atendimento da equipe
Quarto amplo,1,2024-07-10 00:00:00+00:00,Quarto
"O ponto negativo fica para a acústica na parede que divide os quartos dentro dos banheiros, se escuta absolutamente tudo que se fala no quarto vizinho.",0,2024-07-10 00:00:00+00:00,Quarto
Faltou cordialidade,0,2024-07-08 00:00:00+00:00,Atendimento da equipe
Faltou comunicação,0,2024-07-08 00:00:00+00:00,Atendimento da equipe
"Faltou comunicação e bom senso, visto que eram crianças comendo a pizza em mesas externas, que não eram do restaurante",0,2024-07-08 00:00:00+00:00,Atendimento da equipe
quarto grande,1,2024-06-26 00:00:00+00:00,Quarto
"Bom hotel, funcionários atenciosos",1,2024-05-27 00:00:00+00:00,Atendimento da equipe
cama excelente,1,2024-05-27 00:00:00+00:00,Quarto
funcionários educados e atenciosos,1,2024-03-22 00:43:27+00:00,Atendimento da equipe
"quartos amplos, com infraestrutura muito bem dimensionada",1,2024-11-02 20:05:31+00:00,Quarto
com ar condicionado,1,2024-11-02 20:05:31+00:00,Quarto
frigobar,1,2024-11-02 20:05:31+00:00,Quarto
"Toda a equipe do hotel, desde a governança, recepção, garçom, passando até a gerência são de extrema receptividade, educação e hospitalidade.",1,2024-11-02 20:05:31+00:00,Atendimento da equipe
O hotel não tinha gerente para resolver os problemas,0,2024-09-03 00:00:00+00:00,Atendimento da equipe
Iimpeza dos quartos muito boa.,1,2024-03-19 00:00:00+00:00,Quarto
funcionários super atenciosos.,1,2024-11-22 00:00:00+00:00,Atendimento da equipe
"Destaco um senhor, de cabelos brancos, cujo nome nao me recordo, que é garçom, um amor de pessoa.",1,2024-11-22 00:00:00+00:00,Atendimento da equipe
quartos limpos,1,2025-05-16 01:24:18+00:00,Quarto
atendimento maravilhoso. Todos os funcionários bastante atenciosos.,1,2025-05-16 01:24:18+00:00,Atendimento da equipe
"pessoal amável, gentil.",1,2025-05-06 12:22:51+00:00,Atendimento da equipe
Quarto amplo,1,2025-01-25 02:18:01+00:00,Quarto
ar condicionado,1,2025-01-25 02:18:01+00:00,Quarto
Excelente atendimento!,1,2024-07-23 22:55:45+00:00,Atendimento da equipe
"Funcionários educados, ótimo atendimento",1,2024-08-12 14:33:17+00:00,Atendimento da equipe
cama super confortável,1,2024-08-12 14:33:17+00:00,Quarto
Os funcionários são muito educados e prestativos.,1,2024-08-11 12:10:54+00:00,Atendimento da equipe
"Bom atendimento, quartos confortáveis, bom café da amanhã.",1,2024-07-18 23:31:33+00:00,Quarto
eles não tiveram o bom senso em me ajudar,0,2024-07-18 12:16:00+00:00,Atendimento da equipe
Todos os colaboradores são muito prestativos .,1,2024-07-05 22:54:39+00:00,Atendimento da equipe
Fomos muito bem recebidos 😌,1,2024-07-05 22:54:39+00:00,Atendimento da equipe
Funcionários atenciosos e simpáticos.,1,2024-06-16 23:43:19+00:00,Atendimento da equipe
Boa cama,1,2024-05-25 20:54:01+00:00,Quarto
os funcionários muito gentis educados,1,2024-05-18 01:56:13+00:00,Atendimento da equipe
Hotel com camas confortáveis,1,2024-05-03 15:21:27+00:00,Quarto
funcionários bem educados e atenciosos,1,2024-05-03 15:21:27+00:00,Atendimento da equipe
Quarto e banheiro espaçoso,1,2024-02-27 15:10:16+00:00,Quarto
Colaboradores atenciosos,1,2024-02-27 15:10:16+00:00,Atendimento da equipe
Quarto grande,1,2024-02-23 11:05:50+00:00,Quarto
cama boa,1,2024-02-23 11:05:50+00:00,Quarto
lençóis limpos,1,2024-02-23 11:05:50+00:00,Quarto
"Lugar lindo, bom espaço",1,2024-01-13 15:07:09+00:00,Quarto
só a limpeza do quarto podia melhorar,0,2024-01-13 15:07:09+00:00,Quarto
Guarda roupa escuro e pequeno,0,2024-01-12 12:23:11+00:00,Quarto
Recpcao amável,1,2024-01-12 12:23:11+00:00,Atendimento da equipe
Excelente atendimento. Equipe amorosa que nos faz se sentir em casa.,1,2024-08-14 14:10:02+00:00,Atendimento da equipe
o quarto ainda não foi arrumado. Hoje 21.07 fomos a itaipu as 7:30 e retornamos 12:00 e o quarto não estava arrumado.,0,2024-07-21 15:35:36+00:00,Quarto
Minha experiência com o Hotel foi maravilhosa desde o atendimento da recepção da Tiane,1,2025-03-17 14:03:53+00:00,Atendimento da equipe
Limpeza impecável,1,2025-03-17 14:03:53+00:00,Quarto
Atendimento impecável!,1,2025-01-24 13:25:11+00:00,Atendimento da equipe
todos que ali trabalham são muito educados e atenciosos,1,2025-01-02 17:44:33+00:00,Atendimento da equipe
Espera infinita pra liberar o quarto,0,2024-11-23 18:21:38+00:00,Atendimento da equipe
Bom atendimento,1,2024-10-11 09:11:50+00:00,Atendimento da equipe
quadro aconchegante,1,2024-10-11 09:11:50+00:00,Quarto
funcionários educados e atenciosos,1,2024-09-23 10:31:25+00:00,Atendimento da equipe
ótima recepção,1,2024-08-17 16:30:08+00:00,Atendimento da equipe
todos os quartos são organizados e limpos,1,2024-08-17 16:30:08+00:00,Quarto
funcionários simpáticos e prestativos,1,2024-07-24 13:17:25+00:00,Atendimento da equipe
ótima limpeza,1,2024-07-24 13:17:25+00:00,Quarto
ótimo atendimento,1,2024-08-02 09:10:59+00:00,Atendimento da equipe
tem quartos grandes,1,2024-03-14 22:28:13+00:00,Quarto
"Bom atendimento, excelente profissionais, serviço nota 1000.",1,2024-02-08 14:58:35+00:00,Atendimento da equipe
O COLCHÃO VC DEITA E ELE AFUNDA TENHO PROBLEMA NA COLUNA,0,2025-07-07 10:54:14+00:00,Quarto
PEDI P TROCAR NINGUEM NEM DEU BOLA,0,2025-07-07 10:54:14+00:00,Atendimento da equipe
"No meu último dia, a camareira entrou no quarto sem bater.",0,2024-11-04 13:54:35+00:00,Atendimento da equipe
staff em geral foi bastante solícito e querido,1,2024-10-10 21:37:08+00:00,Atendimento da equipe
quarto espaço,1,2025-06-12 23:40:43+00:00,Quarto
ótimo serviço de limpeza,1,2025-06-12 23:40:43+00:00,Atendimento da equipe
Colchão,0,2025-06-12 23:40:43+00:00,Quarto
sugestão de melhoria nos colchões,0,2025-06-12 23:40:43+00:00,Quarto
Precisa de ... equipamentos mais modernos como um ar condicionado inverter,0,2025-02-21 00:00:00+00:00,Quarto
quarto e banheiro amplos,1,2025-03-13 00:00:00+00:00,Quarto
quarto e banheiro limpos,1,2025-03-13 00:00:00+00:00,Quarto
Funcionários educados,1,2025-03-13 00:00:00+00:00,Atendimento da equipe
funcionários atenciosos,1,2025-01-12 00:00:00+00:00,Atendimento da equipe
camas confortáveis,1,2025-01-12 00:00:00+00:00,Quarto
atendimento maravilhoso,1,2024-07-16 00:00:00+00:00,Atendimento da equipe
conforto,1,2024-07-16 00:00:00+00:00,Quarto
Atendimento muito bom.,1,2024-08-24 00:00:00+00:00,Atendimento da equipe
Funcionarios muito simpaticos.,1,2024-08-24 00:00:00+00:00,Atendimento da equipe
Ótimo atendimento,1,2024-05-18 00:00:00+00:00,Atendimento da equipe
Quarto bem espaçoso,1,2024-05-18 00:00:00+00:00,Quarto
ótimo atendimento,1,2024-02-25 00:00:00+00:00,Atendimento da equipe
"Antigo, mas confortável.",1,2024-02-09 00:00:00+00:00,Quarto
atendentes muito prestativos,1,2025-06-03 17:37:02+00:00,Atendimento da equipe
quartos proximo a rua bem barulhentos,0,2025-06-03 17:37:02+00:00,Quarto
Os quartos são espaçosos e lindos,1,2025-05-14 09:06:40+00:00,Quarto
As pessoas que trabalha lá são simpáticas e nos atendem com boa vontade,1,2025-05-14 09:06:40+00:00,Atendimento da equipe
funcionários super atenciosos e simpáticos,1,2024-12-19 01:00:09+00:00,Atendimento da equipe
Quarto grande,1,2024-11-29 17:32:36+00:00,Quarto
Frigobar abastecido,1,2024-11-29 17:32:36+00:00,Quarto
Tudo super limpo.,1,2024-11-09 12:10:10+00:00,Quarto
a estrutura oferece conforto e comodidade.,1,2024-11-09 12:10:10+00:00,Quarto
Funcionários extremamente atenciosos e solícitos.,1,2024-11-09 12:10:10+00:00,Atendimento da equipe
"Os quartos são antigos, mas limpos e confortáveis.",1,2024-11-08 17:20:15+00:00,Quarto
"Os quartos são antigos, mas limpos e confortáveis.",1,2024-11-08 17:20:15+00:00,Quarto
Achei alguns (poucos ) funcionários mau educados,0,2024-10-13 16:15:24+00:00,Atendimento da equipe
Muito bem recepcionado,1,2024-10-07 18:11:58+00:00,Atendimento da equipe
"Atendimento impecável, fomos super bem tratados. Funcionários educados, simpáticos.",1,2024-10-02 01:11:54+00:00,Atendimento da equipe
"Ótima limpeza, quartos, comida, café da manhã.",1,2024-10-02 01:11:54+00:00,Quarto
Quarto com cheiro de mofo,0,2024-09-30 14:28:22+00:00,Quarto
"a cordialidade, educação e a simpatia de todos que lá trabalham é fora do comum",1,2024-09-29 11:35:12+00:00,Atendimento da equipe
atendimento é muito bom,1,2024-07-09 12:10:20+00:00,Atendimento da equipe
"quero deixar meu agradecimento ao Thiago atendente da recepção, bastante simpático e educado.",1,2024-01-02 19:40:37+00:00,Atendimento da equipe
Hotel limpinho e cheiroso.,1,2024-01-01 13:12:54+00:00,Quarto
o quarto q eu fiquei bem antigo,0,2025-07-22 13:08:50+00:00,Quarto
bolor perto da janela,0,2025-07-22 13:08:50+00:00,Quarto
"Ótima recepção, ótimo atendimento",1,2025-07-18 19:16:39+00:00,Atendimento da equipe
"Quando chegamos, já fomos muito bem recebidos por uma funcionária simpática",1,2025-07-16 20:00:43+00:00,Atendimento da equipe
O atendimento naquele espaço foi sensacional também,1,2025-07-16 20:00:43+00:00,Atendimento da equipe
"Um agradecimento especial aos Thiago, que sempre nos deixava à vontade com seu carisma e acolhimento",1,2025-07-16 20:00:43+00:00,Atendimento da equipe
a suíte Master cheirando a mofo,0,2025-07-15 06:22:16+00:00,Quarto
Se qier alguma coisa tem q pedir na recepção como sais de banho ou outras coisas q só chegam 2 horas depois qie vc já está dormindo .8,0,2025-07-15 06:06:00+00:00,Atendimento da equipe
"funcionários educados, cordiais e muito competentes",1,2025-07-08 22:21:24+00:00,Atendimento da equipe
limpeza primorosa,1,2025-07-08 22:21:24+00:00,Quarto
"Parabéns à todos da equipe recepção,  camareira , Café da manhã",1,2025-07-08 22:21:24+00:00,Atendimento da equipe
"Hotel simples, mas confortável.",1,2025-06-29 21:16:57+00:00,Quarto
Quarto amplo.,1,2025-06-29 21:16:57+00:00,Quarto
Funcionários atenciosos.,1,2025-06-26 00:00:11+00:00,Atendimento da equipe
"Quartos confortáveis, limpos.",1,2025-06-26 00:00:11+00:00,Quarto
"Quartos confortáveis, limpos.",1,2025-06-26 00:00:11+00:00,Quarto
super confortável,1,2025-06-21 08:32:37+00:00,Quarto
atendimento excelente de toda a equipe de colaboradores,1,2025-06-21 08:32:37+00:00,Atendimento da equipe
cama não era muito confortável,0,2025-03-04 00:00:00+00:00,Quarto
quarto grande,1,2025-03-16 00:00:00+00:00,Quarto
pessoal muito atencioso,1,2024-12-18 00:00:00+00:00,Atendimento da equipe
"hotel bom, espaçoso e confortavel",1,2024-07-18 00:00:00+00:00,Quarto
"Fomos muito bem recebido, recepcionista foi muito gentil e atenciosa com a nossa família.",1,2024-06-06 00:00:00+00:00,Atendimento da equipe
Única coisa que deixou a desejar foram os móveis muito antigos,0,2024-06-25 00:00:00+00:00,Quarto
Ótimo atendimento.,1,2024-12-01 00:00:00+00:00,Atendimento da equipe
Cama muito boa.,1,2024-12-01 00:00:00+00:00,Quarto
"atendimento dos funcionários de recepção e limpeza excelentes, todos muito gentis e prestativos",1,2024-11-20 00:00:00+00:00,Atendimento da equipe
Ótimo atendimento,1,2024-10-05 00:00:00+00:00,Atendimento da equipe
Deixa a desejar no isolamento acústico dos quartos.,0,2024-04-25 00:00:00+00:00,Quarto
Funcionários muito gentis e educados.,1,2024-04-25 00:00:00+00:00,Atendimento da equipe
o quarto é amplo,1,2025-01-03 00:00:00+00:00,Quarto
porém muito escuro,0,2025-01-03 00:00:00+00:00,Quarto
As camas são confortáveis,1,2025-01-03 00:00:00+00:00,Quarto
quarto com cama king super confortável,1,2024-01-20 00:00:00+00:00,Quarto
A limpeza também não deixou a desejar.,1,2024-01-20 00:00:00+00:00,Quarto
Excelente atendimento por todos oa colaboradores.,1,2024-11-16 00:00:00+00:00,Atendimento da equipe
Confortável com um bom café da manhã,1,2024-11-11 00:00:00+00:00,Quarto
Os funcionários super atenciosos e educados,1,2024-10-30 00:00:00+00:00,Atendimento da equipe
Os quartos são amplos e espaçosos.,1,2025-03-10 00:00:00+00:00,Quarto
Camas novas e confortáveis (colchões de mola).,1,2025-03-10 00:00:00+00:00,Quarto
Tudo limpo e novo para a categoria que eu fechei.,1,2025-03-10 00:00:00+00:00,Quarto
Falei pelo whatsapp e a camareira cuidou muito bem de tudo nos demais dias.,1,2025-03-10 00:00:00+00:00,Atendimento da equipe
Chegamos antes do horário de checkin e aguardamos a liberação do quarto (antes do horário previsto) e sem custos.,1,2025-03-10 00:00:00+00:00,Atendimento da equipe
"No último dia, meu check-out foi estendido até as 18h (era para eu sair ao meio dia)  e paguei a taxa de R$ 200,00. Atendeu tudo que eu precisava com a mudança do meu voo de última hora.",1,2025-03-10 00:00:00+00:00,Atendimento da equipe
"No primeiro dia, não houve limpeza do meu quarto. Repito que o hotel estava cheio.",0,2025-03-10 00:00:00+00:00,Atendimento da equipe
atendimento excelente,1,2024-09-11 17:19:41+00:00,Atendimento da equipe
quartos e dependências limpos,1,2024-09-11 17:19:41+00:00,Quarto
check in muito rápido,1,2025-02-11 00:00:00+00:00,Atendimento da equipe
funcionários atenciosos,1,2025-02-11 00:00:00+00:00,Atendimento da equipe
apartamento completo e muito limpo,1,2025-02-11 00:00:00+00:00,Quarto
garçons muito eficientes e atendem a todos com simpatia,1,2025-02-11 00:00:00+00:00,Atendimento da equipe
quartos espaçosos,1,2024-05-06 00:00:00+00:00,Quarto
"Otimo atendimento, funcionarios  carismaticicos",1,2024-04-08 00:00:00+00:00,Atendimento da equipe
Limpeza muito boa tambem,1,2024-04-08 00:00:00+00:00,Quarto
com roupas de cama limpas,1,2024-04-03 00:00:00+00:00,Quarto
bom colchão,1,2024-04-03 00:00:00+00:00,Quarto
Empregados atenciosos,1,2024-04-03 00:00:00+00:00,Atendimento da equipe
Tudo muito limpo e cheiroso,1,2024-03-31 00:00:00+00:00,Quarto
funcionários muito atenciosos,1,2024-03-31 00:00:00+00:00,Atendimento da equipe
os quartos são muito grande e acomoda bem um casal com filho,1,2024-03-31 00:00:00+00:00,Quarto
Todo ambiente hotel limpo,1,2024-01-28 00:00:00+00:00,Quarto
Limpeza e Organização dos quartos,1,2024-11-20 15:02:50+00:00,Quarto
cama macia,1,2024-11-20 15:02:50+00:00,Quarto
"Limpeza, educação dos funcionários e todas as facilidades que o hotel possuem tornam a experiência muito acolhedora!",1,2024-12-26 11:05:32+00:00,Quarto
"Limpeza, educação dos funcionários e todas as facilidades que o hotel possuem tornam a experiência muito acolhedora!",1,2024-12-26 11:05:32+00:00,Atendimento da equipe
"A equipe é muito educada,  estão  sempre disposto a te orientar para qqr questão.",1,2024-12-25 11:47:17+00:00,Atendimento da equipe
hotel limpo,1,2024-12-25 11:47:17+00:00,Quarto
"Atendimento excelente dos funcionários. Muito educadas e prestativos, nota 10.",1,2024-01-27 14:18:20+00:00,Atendimento da equipe
excelente atendimento desde o bar até as atendentes,1,2024-11-29 00:00:00+00:00,Atendimento da equipe
"O Junior principalmente, ele é um dos garçons do local, super atencioso e muito legal",1,2024-11-29 00:00:00+00:00,Atendimento da equipe
"taine e Thiago são super legais, dão bastante informações do local e sempre vão te ajudar",1,2024-11-29 00:00:00+00:00,Atendimento da equipe
funcionários são simpáticos e bem prestativos com nossas dúvidas,1,2024-11-23 00:00:00+00:00,Atendimento da equipe
o único ponto a melhorar seria os colchões que são antigos e muito mole,0,2024-11-23 00:00:00+00:00,Quarto
Atendimento e cordialidade dos funcionários muito boas.,1,2024-11-18 00:00:00+00:00,Atendimento da equipe
Atendimento gentil e cortes.,1,2024-08-14 00:00:00+00:00,Atendimento da equipe
Limpeza ok.,1,2024-08-14 00:00:00+00:00,Quarto
"O quarto não tinha cheiro ruim, e tudo muito limpo e organizado diariamente.",1,2024-08-14 00:00:00+00:00,Quarto
Negativos: colchão mole e travesseiros desconfortáveis.,0,2024-08-14 00:00:00+00:00,Quarto
Poderia ter um menu de travesseiro e colchões mais firmes.,0,2024-08-14 00:00:00+00:00,Quarto
Os quartos são bem espaçosos,1,2024-07-03 00:00:00+00:00,Quarto
"Quartos bons, roupas de cama e banho limpas e cheirosas.",1,2024-05-01 00:00:00+00:00,Quarto
O quarto 227 q fiquei é bem espaçoso e adaptado para idosos.,1,2024-05-01 00:00:00+00:00,Quarto
quartos muito bons,1,2024-04-22 00:00:00+00:00,Quarto
quartos muito bons e espaçosos,1,2024-04-22 00:00:00+00:00,Quarto
Atendimento muito receptivo.,1,2024-08-16 16:00:04+00:00,Atendimento da equipe
"Recepção, garçom, portaria todos muito educados e prestativos.",1,2024-08-16 16:00:04+00:00,Atendimento da equipe
Gerente Thiago muito solícito e atencioso.,1,2024-08-16 16:00:04+00:00,Atendimento da equipe
desde a limpeza,1,2024-10-04 00:00:00+00:00,Quarto
"todos funcionários, são simpáticos e atenciosos",1,2024-10-04 00:00:00+00:00,Atendimento da equipe
Atendimento impecável,1,2024-07-12 02:15:48+00:00,Atendimento da equipe
"Muito bom atendimento, desde obpessoal do restaurante, café da manhã até os gerentes.",1,2024-12-10 19:34:13+00:00,Atendimento da equipe
os garçons atenciosos e prestativos,1,2025-05-22 15:45:08+00:00,Atendimento da equipe
Profissionais extremamente atenciosos e prestativos.,1,2025-03-17 15:39:30+00:00,Atendimento da equipe
Eramos um casal e tinha 3 camas de solteiro e juntamos as camas mas entre elas ficava desconfortavel.,0,2024-11-18 20:02:42+00:00,Quarto
"Atendimento excelente também, levamos um pet e o colaborador Thiago foi de uma simpatia fora do comum",1,2025-05-10 18:15:10+00:00,Atendimento da equipe
"No restaurante o atendimento também foi impecável, café da manhã excelente e equipe simpatissíssima",1,2025-05-10 18:15:10+00:00,Atendimento da equipe
Tinha apenas 2 toalhas de banho. Solicitamos uma terceira toalha e uma banheira para dar banho nela e demorou tanto que tive que dar banho na bebê na pia,0,2025-01-09 18:10:45+00:00,Quarto
"As toalhas de banho e as cobertas estavam muito fedidas, parecia que um cachorro molhado tinha se enrolado nelas",0,2025-01-09 18:10:45+00:00,Quarto
Cama muito boa,1,2024-12-01 23:38:58+00:00,Quarto
o bom atendimento por parte dos colaboradores foi oque nos conquistou,1,2024-11-27 20:12:28+00:00,Atendimento da equipe
"o atendimento de todos, desde o porteiro no momento da chegada até a check out foi perfeito",1,2024-11-27 20:12:28+00:00,Atendimento da equipe
"Sr. Alisson, que nos atendeu com muita disposição e simpatia e nos auxiliou em nossas solicitações da melhor forma possível",1,2024-11-27 20:12:28+00:00,Atendimento da equipe
Quartos confortáveis,1,2024-11-27 20:12:28+00:00,Quarto
espaçosos,1,2024-11-27 20:12:28+00:00,Quarto
limpeza impecável,1,2024-11-27 20:12:28+00:00,Quarto
funcionarios bem atenciosos,1,2024-06-26 18:01:01+00:00,Atendimento da equipe
Os funcionários são extremamente atenciosos e educados.,1,2024-10-21 15:00:16+00:00,Atendimento da equipe
O quarto possui uma ampla janela que proporciona uma vista magnífica da cidade.,1,2024-10-21 15:00:16+00:00,Quarto
Os quartos são amplos e confortáveis.,1,2024-09-05 00:20:23+00:00,Quarto
Os quartos são amplos e confortáveis.,1,2024-09-05 00:20:23+00:00,Quarto
"O atendimento também merece todos os elogios, a começar pela recepção pela entrada com direito a um brinde 379 cortesia, passando pelas camareiras e o ótimo che1 375 das 17h.",1,2024-09-05 00:20:23+00:00,Atendimento da equipe
Os funcionários são bem atenciosos.,1,2024-08-05 01:19:04+00:00,Atendimento da equipe
O quarto é de bom tamanho,1,2024-08-05 01:19:04+00:00,Quarto
"só não gostei da fechadura ( pra fechar tem que bater a porta, e com isso meu vizinho me acordou as 7h da manhã por conta do barulho!)",0,2024-08-05 01:19:04+00:00,Quarto
"O quarto é de bom tamanho, limpo",1,2024-08-05 01:19:04+00:00,Quarto
"Após uma longa viagem de moto, esperava encontrar um quarto aquecido. No entanto, ao perceber que o aquecedor não estava funcionando, solicitei apoio.",0,2024-07-15 22:41:52+00:00,Quarto
"Devido à forma como os funcionários do hotel trataram o problema do aquecedor do quarto, gostaria de expressar minha insatisfação.",0,2024-07-15 22:41:52+00:00,Atendimento da equipe
"Um funcionário subiu, constatou o problema e prometeu resolver, mas nada foi feito.",0,2024-07-15 22:41:52+00:00,Atendimento da equipe
"Três horas depois, após várias tentativas de contato e sempre ouvindo ""espere um minutinho que nós iremos resolver"", liguei novamente para a recepção e a última resposta foi: ""Qual é o seu problema?"".",0,2024-07-15 22:41:52+00:00,Atendimento da equipe
A qualidade no atendimento é ímpar!! Vc não vê um funcionário que não esteja sorrindo aqui!! E todos muito cordiais e solícitos.,1,2024-07-09 21:24:12+00:00,Atendimento da equipe
Os quartos tem um bom espaço,1,2024-07-09 21:24:12+00:00,Quarto
são muito confortáveis,1,2024-07-09 21:24:12+00:00,Quarto
Destaque para o atendimento cordial e muito atencioso do Thiago.,1,2024-01-24 20:17:05+00:00,Atendimento da equipe
"Quarto amplo, bem higienizado.",1,2024-01-24 20:17:05+00:00,Quarto
"Quarto amplo, bem higienizado.",1,2024-01-24 20:17:05+00:00,Quarto
Não consigo ser atendido na recepção (esperei 20 minutos em pé e desisti),0,2024-01-23 11:12:21+00:00,Atendimento da equipe
funcionários simpáticos e eficientes,1,2024-01-16 13:50:48+00:00,Atendimento da equipe
O quarto é espaçoso e silencioso,1,2024-01-16 13:50:48+00:00,Quarto
"Funcionários da recepção sempre com sorriso no rosto( isso faz muita diferença no atendimento), mas todo o pessoal do hotel foi muito cordial e simpático.",1,2024-01-09 19:50:29+00:00,Atendimento da equipe
"o quarto e a cama são enormes, o que eu adorei para conseguir deixar minhas coisas organizadas",1,2024-05-04 16:08:27+00:00,Quarto
