description,sentiment,category,hotel_id,review_posted_at
Confortável,1,Quarto,viale_tower,2025-05-20 00:00:00+00:00
Bastante tranquila e confortável.,1,Quarto,viale_tower,2024-03-19 00:00:00+00:00
ar condicionado gelando,1,Quarto,viale_tower,2024-03-19 00:00:00+00:00
quarto espaçoso,1,Quarto,viale_tower,2024-03-19 00:00:00+00:00
porém muito acanhado o espaço dividido entre banhistas da piscina e outros hóspedes,0,Áreas comuns,viale_tower,2024-03-19 00:00:00+00:00
Elevador tbm muito disputado na hora do café da manhã,0,Áreas comuns,viale_tower,2024-03-19 00:00:00+00:00
"Localização excelente perto do centro comercial, perto da vida noturna e tbm do transporte público",1,Localização,viale_tower,2024-03-19 00:00:00+00:00
"A pessoa que teoricamente estava ali para cuidar do estacionamento, não sabia informar se o estacionamento do sub solo estava lotado ou se havia vaga.",0,Localização,viale_tower,2024-04-10 11:43:03+00:00
Outro fator é o estacionamento ser cobrado. R$35.00 por dia.,0,Localização,viale_tower,2024-04-10 11:43:03+00:00
"Não tem mensageiro, precisei de cobertor tive que descer para buscar, precisei de toalhas pois estávamos em 3 e só havia enxoval para duas pessoas, também precisei descer à recepção para buscar.",0,Localização,viale_tower,2024-04-10 11:43:03+00:00
Hotel muito bem localizado,1,Localização,viale_tower,2024-02-07 11:50:14+00:00
limpo,1,Quarto,viale_tower,2024-02-07 11:50:14+00:00
quartos amplos,1,Quarto,viale_tower,2024-02-07 11:50:14+00:00
bem decorados,1,Quarto,viale_tower,2024-02-07 11:50:14+00:00
Café da manhã diversificado,1,Café da manhã,viale_tower,2024-02-07 11:50:14+00:00
"Restaurantes, farmácias e bom acesso para qualquer ponto da cidade",1,Localização,viale_tower,2024-02-07 11:50:14+00:00
"Os elevadores foram rápidos, mesmo com o número grande de andares.",1,Áreas comuns,viale_tower,2024-02-10 00:00:00+00:00
Todos os atendentes bem simpáticos e solicitos.,1,Atendimento da equipe,viale_tower,2024-02-10 00:00:00+00:00
"Ótima localização na área central, muito próximo a vários restaurantes que abrem todos os dias.",1,Localização,viale_tower,2024-02-10 00:00:00+00:00
"Localização ótima, próximo a tudo, restaurantes, farmácia, supermercado, posto de gasolina,  inclusive pontos de ônibus que passam para Argentina e Paraguai.",1,Localização,viale_tower,2024-07-06 00:00:00+00:00
"edredon de ótima qualidade, inclusive contava com duas camas de casal.",1,Quarto,viale_tower,2024-07-06 00:00:00+00:00
Café da manhã com variedades excelentes,1,Café da manhã,viale_tower,2024-07-06 00:00:00+00:00
tudo ótimo.,1,Café da manhã,viale_tower,2024-07-06 00:00:00+00:00
O quarto tamanho excelente,1,Quarto,viale_tower,2024-07-06 00:00:00+00:00
é limpo,1,Quarto,viale_tower,2024-01-04 00:00:00+00:00
Custo benefício. Um hotel que funciona bem para uma estadia de poucos dias ou uma parada estratégica.,1,Experiência,viale_tower,2024-01-04 00:00:00+00:00
"Como o hotel possui muitos quartos e tem um grande fluxo de hóspedes, apenas 2 elevadores não dão conta, gerando uma boa espera dependendo do horário.",0,Áreas comuns,viale_tower,2024-01-04 00:00:00+00:00
Tem boas camas,1,Quarto,viale_tower,2024-01-04 00:00:00+00:00
"serviço de camareiras é lento e básico, para trocarem os lençóis é um sacrifício.",0,Atendimento da equipe,viale_tower,2024-01-04 00:00:00+00:00
"tem lanchonetes, mercado, farmácia e restaurantes ao redor . Lojinhas polulares para compras na rua em frente.",1,Localização,viale_tower,2024-01-17 00:00:00+00:00
30 minutos das Cataratas e Parque das aves .,1,Localização,viale_tower,2024-01-17 00:00:00+00:00
piscina maravilhosa,1,Áreas comuns,viale_tower,2024-01-17 00:00:00+00:00
gostamos da arrumação do quarto,1,Quarto,viale_tower,2025-07-20 00:00:00+00:00
"Gente hoje quando cheguei no quarto me deparei com um cachorrinho lindo feito de tolhas e cobertor, tinha até olhinhos",1,Quarto,viale_tower,2025-07-18 00:00:00+00:00
amei o carinho da Viviane do Hotel Viale Tower em Foz do Iguaçu,1,Atendimento da equipe,viale_tower,2025-07-18 00:00:00+00:00
Quartos espaçosos,1,Quarto,viale_tower,2025-07-15 00:00:00+00:00
No geral excelente tamanho do quarto,1,Quarto,viale_tower,2025-07-15 00:00:00+00:00
excelente serviço de quarto,1,Atendimento da equipe,viale_tower,2025-07-12 00:00:00+00:00
"com destaque para as camareiras Vanderléia e Viviana, muito cuidadosas na limpeza e arrumação dos quartos",1,Atendimento da equipe,viale_tower,2025-07-12 00:00:00+00:00
Sou muito bem atendida pelo Lucas Gonzalez!,1,Atendimento da equipe,viale_tower,2025-07-11 00:00:00+00:00
"Café da manhã bem saboroso, diversificado e com produtos de qualidade.",1,Café da manhã,viale_tower,2025-07-09 00:00:00+00:00
Voltaria pela localização.,1,Localização,viale_tower,2025-07-07 00:00:00+00:00
"Bares, farmácias e supermercado.",1,Localização,viale_tower,2025-07-07 00:00:00+00:00
"Ao lado do hotel passa o ônibus que leva a Argentina no valor de R$ 25,00 por pessoa muito seguro e tranquilo.",1,Localização,viale_tower,2025-07-07 00:00:00+00:00
Próximos tbm a ponte da amizade acredito que 10 minutos de Uber ou taxi.,1,Localização,viale_tower,2025-07-07 00:00:00+00:00
limpeza o chão do quarto sujo onde ñ podíamos ficar descalço,0,Quarto,viale_tower,2025-07-07 00:00:00+00:00
café da manhã repetitivo marketing puro,0,Café da manhã,viale_tower,2025-07-07 00:00:00+00:00
café da manhã muito bom e bem variado,1,Café da manhã,viale_tower,2025-07-01 00:00:00+00:00
A funcionária Viviane que higieniza os quartos muito dedicada e prestativa,1,Atendimento da equipe,viale_tower,2025-07-01 00:00:00+00:00
quarto amplo,1,Quarto,viale_tower,2025-07-01 00:00:00+00:00
"Destaque pra camareira  Wanderleia que arruma o quarto com carinho e transforma as toalha em bonecos de animais, diferenciada",1,Atendimento da equipe,viale_tower,2025-07-01 00:00:00+00:00
Melhor custo benefício.,1,Experiência,viale_tower,2024-12-19 00:00:00+00:00
Ótimo atendimento e colaboradores simpáticos e prestativos.,1,Atendimento da equipe,viale_tower,2024-12-19 00:00:00+00:00
"Ótima localização, fácil acesso aos principais pontos e várias opções de bares e restaurantes.",1,Localização,viale_tower,2024-12-19 00:00:00+00:00
A vista da piscina na cobertura é espetacular.,1,Áreas comuns,viale_tower,2024-12-19 00:00:00+00:00
A cama ... são muito bons.,1,Quarto,viale_tower,2025-03-04 00:00:00+00:00
a piscina ... são muito bons.,1,Áreas comuns,viale_tower,2025-03-04 00:00:00+00:00
A camareira Vanderleia arrumava o quarto com muito zelo e carinho,1,Atendimento da equipe,viale_tower,2025-03-04 00:00:00+00:00
"o black out da cortina não fechava bem e o quarto ficava bem claro, mesmo à noite",0,Quarto,viale_tower,2025-03-04 00:00:00+00:00
"Ao reclamar, “consertaram” colando a cortina com fita crepe e silver tape na parede, o que “resolveu” apenas em parte o problema, porque no meio, apesar de também terem colado, de manhã ainda passava claridade",0,Quarto,viale_tower,2025-03-04 00:00:00+00:00
"Davi Machado e Ana Lucia foram especiais, tratamento especial e humano.",1,Atendimento da equipe,viale_tower,2025-02-27 00:00:00+00:00
"Travesseiros excelentes, maiores que o habitual, cama macia",1,Quarto,viale_tower,2025-02-27 00:00:00+00:00
tudo perfeitamente limpo,1,Quarto,viale_tower,2025-02-27 00:00:00+00:00
um mimo com as toalhas dobradas na cama!,1,Quarto,viale_tower,2025-02-27 00:00:00+00:00
Quarto espaçoso,1,Quarto,viale_tower,2025-02-22 00:00:00+00:00
cama de casal enorme,1,Quarto,viale_tower,2025-02-22 00:00:00+00:00
Bom ar condicionado,1,Quarto,viale_tower,2025-02-22 00:00:00+00:00
Destaque para a funcionária Vanderleia que era muito educada,1,Atendimento da equipe,viale_tower,2025-02-22 00:00:00+00:00
deixava o quarto sempre impecável,1,Atendimento da equipe,viale_tower,2025-02-22 00:00:00+00:00
"Hotel também conta com piscina aquecida, de borda infinita, excelente para passar a tarde, ou a manhã, num dia sem programações turísticas",1,Áreas comuns,viale_tower,2025-02-22 00:00:00+00:00
"hotel fica bem localizado, com diversos restaurantes, lojas e mercados, no entorno",1,Localização,viale_tower,2025-02-22 00:00:00+00:00
Quarto confortável,1,Quarto,viale_tower,2025-02-14 00:00:00+00:00
limpos,1,Quarto,viale_tower,2025-02-14 00:00:00+00:00
Funcionários super atenciosos e educados!,1,Atendimento da equipe,viale_tower,2025-02-14 00:00:00+00:00
"Café da manhã super bem servido, com inúmeras opções.",1,Café da manhã,viale_tower,2025-02-14 00:00:00+00:00
Ponto que deixa a desejar é a cobrança de estacionamento para hóspedes!,0,Experiência,viale_tower,2025-02-14 00:00:00+00:00
"Porem apenas passaram o código, e nao enviaram o email. Agora estou tentando usar o credito, e nao consigo, pois segundo pessoal de reserva, vale 6 meses, MAS NINGUÉM ME DISSE ISSO ANO PASSADO. Muito menos registraram.",0,Atendimento da equipe,viale_tower,2024-04-24 00:00:00+00:00
"Queria pegar mais diarias e usar essa, pois esta paga. E acabei recebendo a negativa.",0,Atendimento da equipe,viale_tower,2024-04-24 00:00:00+00:00
no dia que eu fui tinha um evento particular e não dava pra chegar no local onde se aprecia o pôr do sol,0,Localização,viale_tower,2024-12-17 19:39:04+00:00
Com certeza o hotel com a melhor vista do centro de Foz do Iguaçu.,1,Localização,viale_tower,2024-11-25 22:08:15+00:00
A piscina com borda infinita na cobertura dispensa comentários!!,1,Áreas comuns,viale_tower,2024-11-25 22:08:15+00:00
Quarto bem limpo,1,Quarto,viale_tower,2024-11-25 22:08:15+00:00
porém muito fechado,0,Quarto,viale_tower,2024-11-25 22:08:15+00:00
"Também esperei por dois seguidos que limpassem o quarto, e quando voltava ainda estava da forma, com as toalhas molhadas.",0,Atendimento da equipe,viale_tower,2024-11-25 22:08:15+00:00
recepção muito boa e atendimento excelente.,1,Atendimento da equipe,viale_tower,2024-11-25 22:08:15+00:00
"as toalhas são de qualidade ruim e velhas, inclusive algumas estavam rasgadas",0,Quarto,viale_tower,2025-05-06 00:00:00+00:00
atendimento excelente,1,Atendimento da equipe,viale_tower,2025-05-06 00:00:00+00:00
a qualidade do café é ruim,0,Café da manhã,viale_tower,2025-05-20 00:00:00+00:00
tinha 3 tipos o unico que ainda era melhor era o 3 corações,0,Café da manhã,viale_tower,2025-05-20 00:00:00+00:00
"os pães e bolos eram mais secos, não eram macios",0,Café da manhã,viale_tower,2025-05-20 00:00:00+00:00
extrema cordialidade no atendimento e prestação de serviços,1,Atendimento da equipe,viale_tower,2024-10-06 03:36:59+00:00
Adoramos o hotel a piscina,1,Áreas comuns,viale_tower,2025-03-19 00:00:00+00:00
"a localização é o ponto alto, ao lado do mais famoso bar da cidade com inúmeras opções de bares, restaurantes sorveterias na mesma rua, altamente badalado",1,Localização,viale_tower,2025-03-19 00:00:00+00:00
Localização muito boa,1,Localização,viale_tower,2024-12-06 00:00:00+00:00
atendentes gentis,1,Atendimento da equipe,viale_tower,2024-12-06 00:00:00+00:00
Qdo o hotel ficou cheio no final de semana levamos um bom tempo para descer do 15 andar,0,Áreas comuns,viale_tower,2024-12-06 00:00:00+00:00
"Seria bom nesses momentos de peak como manhã, saída de grupos, café e check out alguém coordenando os dois elevadores",0,Áreas comuns,viale_tower,2024-12-06 00:00:00+00:00
Excelente custo beneficio - bem localizado.,1,Experiência,viale_tower,2024-12-02 00:00:00+00:00
"super bem localizado, perto de restaurantes, perto das fronteiras.",1,Localização,viale_tower,2024-12-02 00:00:00+00:00
Hotel Limpo organizado e bem arrumado,1,Quarto,viale_tower,2024-09-15 13:23:11+00:00
Os colchões são moles demais!!,0,Quarto,viale_tower,2024-09-15 13:23:11+00:00
lotação café muito grande,0,Café da manhã,viale_tower,2025-02-11 00:00:00+00:00
ar condicionado sujo,0,Quarto,viale_tower,2025-02-11 00:00:00+00:00
O quarto é bom ficamos em um com 2 camas de casal amplas e confortáveis .,1,Quarto,viale_tower,2024-10-23 00:00:00+00:00
Café da manhã com grande variedade.,1,Café da manhã,viale_tower,2024-10-23 00:00:00+00:00
Bolos deliciosos.,1,Café da manhã,viale_tower,2024-10-23 00:00:00+00:00
Perto de vários restaurantes e do centro.,1,Localização,viale_tower,2024-10-23 00:00:00+00:00
Piscina de borda infinita com linda vista para o Rio Paraná.,1,Áreas comuns,viale_tower,2024-10-23 00:00:00+00:00
Reclamei e foi retirado da conta .,1,Atendimento da equipe,viale_tower,2024-10-23 00:00:00+00:00
Perto de vários restaurantes,1,Localização,viale_tower,2024-08-14 21:06:47+00:00
"Boa localização, mas ao mesmo tempo ao lado dos bares com musica barulhenta até tarde da noite.",0,Localização,viale_tower,2024-02-05 00:00:00+00:00
"A piscina tem boa vista, mas fecha cedo (18h), pois o local abre um bar para os visitantes da cidade, o que conflita com a área de lazer dos hospedes.. ponto negativo para isto.",0,Áreas comuns,viale_tower,2024-02-05 00:00:00+00:00
A experiência no Viale Tower foi tão especial quanto a outra opção.,1,Experiência,viale_tower,2024-07-18 13:00:21+00:00
estacionamento coberto,1,Áreas comuns,viale_tower,2025-03-27 00:00:00+00:00
café bem servido,1,Café da manhã,viale_tower,2025-03-27 00:00:00+00:00
rooftop com vista linda,1,Áreas comuns,viale_tower,2025-03-27 00:00:00+00:00
"os únicos dois elevadores do prédio, que são mal configurados e a espera é sempre longa",0,Áreas comuns,viale_tower,2025-03-27 00:00:00+00:00
Bom custo benefício,1,Experiência,viale_tower,2025-03-26 00:00:00+00:00
Ótimo está de parabéns a administração e funcionário,1,Atendimento da equipe,viale_tower,2024-03-11 17:07:27+00:00
estacionamento,1,Áreas comuns,viale_tower,2024-03-09 00:48:18+00:00
"Entretanto, os elevadores não dão conta do movimento. Chega a ser insuportável a espera.",0,Áreas comuns,viale_tower,2024-03-09 00:48:18+00:00
Cama ruim,0,Quarto,viale_tower,2024-07-20 00:00:00+00:00
Super confortável.,1,Quarto,viale_tower,2024-01-18 19:44:49+00:00
Ótimo custo benefício,1,Experiência,viale_tower,2024-02-07 00:00:00+00:00
lugar agradável,1,Experiência,viale_tower,2024-02-07 00:00:00+00:00
funcionários impecáveis,1,Atendimento da equipe,viale_tower,2024-01-12 19:45:53+00:00
Fui muito bem atendida,1,Atendimento da equipe,viale_tower,2025-04-04 00:00:00+00:00
café da manhã gostoso,1,Café da manhã,viale_tower,2025-04-04 00:00:00+00:00
cama super confortável,1,Quarto,viale_tower,2025-04-04 00:00:00+00:00
fomos super mimados pela Viviana no cuidado com o quarto,1,Atendimento da equipe,viale_tower,2025-04-04 00:00:00+00:00
indico para quem quiser ficar tranquilo em Foz com bom custo x benefício,1,Experiência,viale_tower,2025-04-04 00:00:00+00:00
"O hotel fica super bem localizado, na principal avenida da cidade",1,Localização,viale_tower,2025-04-04 00:00:00+00:00
"Atendimento, em especial Jéssica Oliveira",1,Atendimento da equipe,viale_tower,2024-11-16 00:00:00+00:00
limpeza,1,Quarto,viale_tower,2024-11-16 00:00:00+00:00
variedade de alimentos no café da manhã,1,Café da manhã,viale_tower,2024-11-16 00:00:00+00:00
Uma equipe bem selecionada e treinada faz toda diferença no resultado.,1,Atendimento da equipe,viale_tower,2024-09-08 00:00:00+00:00
"A atenção da equipe, compensou a lentidão do elevador.",1,Atendimento da equipe,viale_tower,2024-09-08 00:00:00+00:00
"A atenção da equipe, compensou a lentidão do elevador.",0,Áreas comuns,viale_tower,2024-09-08 00:00:00+00:00
"Perto de restaurantes, choperias, lojas, etc.",1,Localização,viale_tower,2024-09-08 00:00:00+00:00
Agradeço à excelência nos serviços de governança prestados pela Jéssica Oliveira.,1,Atendimento da equipe,viale_tower,2024-09-08 00:00:00+00:00
Só a questão dos elevadores que demoram um pouco,0,Áreas comuns,viale_tower,2024-07-21 00:00:00+00:00
Quarto amplo,1,Quarto,viale_tower,2024-07-21 00:00:00+00:00
"Excelente localização pra restaurantes ótimos por perto ,dando pra fazer tudo a pé",1,Localização,viale_tower,2024-07-21 00:00:00+00:00
"A localização próxima aos melhores bares e restaurantes de Foz, permitindo que tudo possa ser feito a pé, foi o diferencial do hotel.",1,Localização,viale_tower,2024-07-18 00:00:00+00:00
os funcionários foram educados,1,Atendimento da equipe,viale_tower,2024-07-18 00:00:00+00:00
O café da manhã ... foram muito bons,1,Café da manhã,viale_tower,2024-07-18 00:00:00+00:00
O hotel tem uma vista incrível e uma piscina aquecida (infelizmente não utilizei porque estava frio),1,Áreas comuns,viale_tower,2024-07-18 00:00:00+00:00
"Considerando o custo benefício, eu definitivamente indico este hotel.",1,Experiência,viale_tower,2024-07-18 00:00:00+00:00
"Quarto muito bom, espaçoso",1,Quarto,viale_tower,2024-07-12 00:00:00+00:00
limpo,1,Quarto,viale_tower,2024-07-12 00:00:00+00:00
passei cinco dias num bom conforto,1,Experiência,viale_tower,2024-07-12 00:00:00+00:00
funcionários receptivos,1,Atendimento da equipe,viale_tower,2024-07-12 00:00:00+00:00
"E o atendimento do Jonas foi excepcional, merece ser mencionado aqui!!!",1,Atendimento da equipe,viale_tower,2024-07-05 00:00:00+00:00
Excelente custo benefício,1,Experiência,viale_tower,2024-07-02 00:00:00+00:00
Quarto de bom tamanho,1,Quarto,viale_tower,2024-07-02 00:00:00+00:00
muito bem localizado perto de bons bares e restaurantes,1,Localização,viale_tower,2024-07-02 00:00:00+00:00
Possui um rooftop com piscina de borda infinita com vista da “ Tríplice Fronteira “,1,Áreas comuns,viale_tower,2024-06-21 00:00:00+00:00
Lindo pôr do sol visto do Rooftop,1,Áreas comuns,viale_tower,2024-06-21 00:00:00+00:00
Café da manhã variado e saboroso,1,Café da manhã,viale_tower,2024-06-21 00:00:00+00:00
Ótimo custo-benefício.,1,Experiência,viale_tower,2024-04-29 00:00:00+00:00
"bem localizado, ao lado de excelentes de bares, restaurantes e afins, ótimo para quem quer caminhar e conhecer o bairro.",1,Localização,viale_tower,2024-04-29 00:00:00+00:00
piscina de borda infinita,1,Áreas comuns,viale_tower,2024-04-29 00:00:00+00:00
Possui um rooftop maravilhoso com uma vista linda panorâmica,1,Áreas comuns,viale_tower,2024-04-29 00:00:00+00:00
"aos finais de semana tem música ao vivo, aberto também para não hóspedes.",1,Experiência,viale_tower,2024-04-29 00:00:00+00:00
Acomodação bastante ampla e confortável,1,Quarto,viale_tower,2024-04-29 00:00:00+00:00
colaboradores simpáticos e prestativos,1,Atendimento da equipe,viale_tower,2024-04-29 00:00:00+00:00
"Muito bom, ótimo custo benefício.",1,Experiência,viale_tower,2024-03-24 00:00:00+00:00
problemas no elevador durante nossa estadia,0,Áreas comuns,viale_tower,2024-03-24 00:00:00+00:00
qualidade das roupas de cama e banho já bastante desgastadas,0,Quarto,viale_tower,2024-03-24 00:00:00+00:00
funcionários muito atenciosos,1,Atendimento da equipe,viale_tower,2024-03-24 00:00:00+00:00
infraestrutura completa,1,Experiência,viale_tower,2024-03-24 00:00:00+00:00
"Hotel com a melhor vista de Foz, perto de tudo.",1,Localização,viale_tower,2024-03-21 00:00:00+00:00
quarto com cama boa,1,Quarto,viale_tower,2024-03-21 00:00:00+00:00
café da manhã bem servido,1,Café da manhã,viale_tower,2024-03-21 00:00:00+00:00
"funcionários atenciosos e educados, especialmente a Larissa e o Enéas do atendimento do bar da piscina",1,Atendimento da equipe,viale_tower,2024-03-21 00:00:00+00:00
Muito bem localizado,1,Localização,viale_tower,2024-03-05 00:00:00+00:00
limpo,1,Quarto,viale_tower,2024-03-05 00:00:00+00:00
Cama deliciosa,1,Quarto,viale_tower,2024-03-05 00:00:00+00:00
espaço no quarto,1,Quarto,viale_tower,2024-03-05 00:00:00+00:00
Funcionários solícitos e cordiais,1,Atendimento da equipe,viale_tower,2024-03-05 00:00:00+00:00
Ar condicionado não funcionou no modo aquecimento.,0,Quarto,viale_tower,2024-08-16 00:00:00+00:00
gostaria de parabenizar o hotel pela limpeza,1,Quarto,viale_tower,2024-03-04 00:00:00+00:00
café da manhã excelente,1,Café da manhã,viale_tower,2024-03-04 00:00:00+00:00
"parabenizar em especial a Larissa, Matheus, Thais e Haiane pelo ótimo atendimento, foram super prestativos e educados",1,Atendimento da equipe,viale_tower,2024-03-04 00:00:00+00:00
boa localização.,1,Localização,viale_tower,2025-05-08 00:00:00+00:00
A melhor parte é a localização.,1,Localização,viale_tower,2025-05-08 00:00:00+00:00
"O prédio é velho, com poucos elevadores (somente dois)",0,Áreas comuns,viale_tower,2025-05-08 00:00:00+00:00
